training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours,completed_flag
305485,101401,Advanced Customer Handling,Customer Experience,2026-04-18,2026-04-26,Completed,76.5,13.2,True
305486,101402,New Hire Onboarding,Onboarding,2022-10-07,,Not Started,,9.2,False
305487,101403,New Hire Onboarding,Onboarding,2022-11-12,,In Progress,,8.3,False
305488,101403,Power Bi Fundamentals,Technical,2023-02-02,2023-03-18,Completed,73.2,13.2,True
305489,101403,New Hire Onboarding,Onboarding,2021-11-09,,In Progress,,8.0,False
305490,101404,New Hire Onboarding,Onboarding,2024-10-27,2024-11-04,Completed,69.6,9.0,True
305491,101404,Leadership Essentials,Leadership,2024-05-12,2024-05-23,Completed,91.8,19.9,True
305492,101404,Sql For Business Analysts,Technical,2024-09-15,2024-09-18,Completed,70.2,23.1,True
305493,101404,Conflict Resolution,Soft Skills,2025-12-12,,Completed,66.8,5.3,True
305494,101404,Enterprise Sales Methodology,Sales,2026-01-15,2026-02-13,Completed,61.0,15.0,True
305495,101404,Secure Coding Basics,Technical,2022-07-05,,Not Started,,9.4,False
305496,101405,New Hire Onboarding,Onboarding,2025-06-22,2025-07-30,Completed,71.6,9.5,True
305497,101405,New Hire Onboarding,Onboarding,2024-07-02,2024-07-13,Completed,65.8,9.6,True
305498,101405,Enterprise Sales Methodology,Sales,2024-03-05,,In Progress,,16.8,False
305499,101405,Secure Coding Basics,Technical,2023-06-05,2023-07-06,Completed,85.0,8.6,True
305500,101405,Cybersecurity Awareness,Compliance,2023-09-03,2023-10-01,Completed,77.1,1.3,True
305501,101406,New Hire Onboarding,Onboarding,2023-07-18,,In Progress,,7.7,False
305502,101406,New Hire Onboarding,Onboarding,2023-11-02,2023-11-11,Completed,79.4,7.7,True
305503,101406,Power Bi Fundamentals,Technical,2023-12-21,,Not Started,,11.2,False
305504,101406,Leadership Essentials,Leadership,2024-07-27,2024-08-01,Completed,,18.8,True
305505,101406,Secure Coding Basics,Technical,2024-06-29,,Not Started,,8.5,False
305506,101406,Cybersecurity Awareness,Compliance,2024-08-13,2024-08-26,Completed,89.3,2.0,True
305507,101407,New Hire Onboarding,Onboarding,2021-07-25,2021-08-04,Completed,82.7,10.4,True
305508,101407,Advanced Customer Handling,Customer Experience,2022-01-16,,Not Started,,11.3,False
305509,101408,Product Discovery Basics,Product,2021-11-30,,In Progress,,8.6,False
305510,101408,Leadership Essentials,Leadership,2025-10-11,2025-10-14,Completed,68.4,25.2,True
305511,101408,Advanced Customer Handling,Customer Experience,2021-04-01,2021-05-15,Completed,57.3,13.4,True
305512,101408,Power Bi Fundamentals,Technical,2026-01-19,2026-02-13,Completed,68.0,11.0,True
305513,101408,Manager Coaching Skills,Leadership,2025-02-16,2025-03-21,Completed,87.3,11.9,True
305514,101408,New Hire Onboarding,Onboarding,2022-12-12,,Incomplete,,6.4,False
305515,101408,Secure Coding Basics,Technical,2024-04-02,,Completed,82.3,13.6,True
305516,101409,New Hire Onboarding,Onboarding,2025-05-06,2025-06-12,Completed,88.7,7.0,True
305517,101409,Advanced Customer Handling,Customer Experience,2024-12-25,,In Progress,,15.0,False
305518,101409,Secure Coding Basics,Technical,2025-11-23,2025-12-01,Completed,89.3,12.6,True
305519,101409,Data Privacy And Gdpr,Compliance,2024-11-23,2025-01-01,Completed,89.1,2.6,True
305520,101410,New Hire Onboarding,Onboarding,2025-05-25,2025-06-24,Completed,69.2,9.1,True
305521,101410,New Hire Onboarding,Onboarding,2026-01-09,2026-02-23,Completed,68.0,8.0,True
305522,101410,Sql For Business Analysts,Technical,2026-01-01,,Not Started,,17.8,False
305523,101410,Manager Coaching Skills,Leadership,2025-08-05,2025-08-16,Completed,94.0,12.5,True
305524,101411,Leadership Essentials,Leadership,2025-08-25,,In Progress,,13.8,False
305525,101411,Advanced Customer Handling,Customer Experience,2025-12-11,,Incomplete,,9.2,False
305526,101411,Power Bi Fundamentals,Technical,2025-04-16,,In Progress,,13.0,False
305527,101412,New Hire Onboarding,Onboarding,2023-07-26,2023-08-17,Completed,78.8,8.4,True
305528,101413,Sql For Business Analysts,Technical,2021-08-17,,In Progress,,17.0,False
305529,101413,Data Privacy And Gdpr,Compliance,2022-01-08,,Not Started,,3.3,False
305530,101413,Advanced Customer Handling,Customer Experience,2022-05-05,2022-05-10,Completed,70.9,12.7,True
305531,101414,New Hire Onboarding,Onboarding,2021-01-01,,Not Started,,8.0,False
305532,101414,Secure Coding Basics,Technical,2021-01-01,,Not Started,,10.1,False
305533,101414,Manager Coaching Skills,Leadership,2021-01-01,,In Progress,,15.6,False
305534,101414,Cybersecurity Awareness,Compliance,2021-01-01,2021-02-03,Completed,82.6,1.9,True
305535,101415,Power Bi Fundamentals,Technical,2026-02-14,2026-03-18,Completed,69.3,13.2,True
305536,101415,Cybersecurity Awareness,Compliance,2026-01-30,2026-03-10,Completed,71.7,2.4,True
305537,101415,Data Privacy And Gdpr,Compliance,2025-11-10,2025-12-22,Completed,66.3,2.9,True
305538,101415,Advanced Customer Handling,Customer Experience,2026-01-04,2026-02-16,Completed,88.2,7.3,True
305539,101416,Data Privacy And Gdpr,Compliance,2024-08-17,2024-09-16,Completed,70.8,2.7,True
305540,101416,Conflict Resolution,Soft Skills,2023-06-23,,In Progress,,6.4,False
305541,101416,Product Discovery Basics,Product,2024-08-20,2024-08-29,Completed,79.5,7.3,True
305542,101416,New Hire Onboarding,Onboarding,2024-05-04,2024-05-20,Completed,83.2,7.8,True
305543,101416,Leadership Essentials,Leadership,2023-09-10,2023-09-30,Completed,89.3,31.1,True
305544,101417,New Hire Onboarding,Onboarding,2025-09-10,,Completed,,9.2,True
305545,101418,New Hire Onboarding,Onboarding,2025-07-07,2025-07-12,Completed,73.8,9.2,True
305546,101418,Secure Coding Basics,Technical,2026-02-19,,In Progress,,8.2,False
305547,101418,Cybersecurity Awareness,Compliance,2026-02-26,,Not Started,,2.7,False
305548,101418,New Hire Onboarding,Onboarding,2025-09-10,,Not Started,,5.6,False
305549,101418,Advanced Customer Handling,Customer Experience,2025-12-19,2025-12-25,Completed,73.1,14.8,True
305550,101418,Enterprise Sales Methodology,Sales,2025-11-14,2025-12-28,Completed,96.9,19.2,True
305551,101418,Leadership Essentials,Leadership,2025-06-16,2025-07-25,Completed,74.5,19.3,True
305552,101419,New Hire Onboarding,Onboarding,2025-07-24,,Not Started,,7.1,False
305553,101419,Manager Coaching Skills,Leadership,2026-02-28,,Not Started,,19.6,False
305554,101419,Conflict Resolution,Soft Skills,2024-10-21,,In Progress,,5.1,False
305555,101419,Data Privacy And Gdpr,Compliance,2025-07-07,2025-08-09,Completed,81.6,3.4,True
305556,101419,Leadership Essentials,Leadership,2026-03-15,,In Progress,,15.6,False
305557,101420,Manager Coaching Skills,Leadership,2025-04-25,2025-05-04,Completed,58.7,9.4,True
305558,101421,New Hire Onboarding,Onboarding,2022-10-30,,Not Started,,8.5,False
305559,101421,Leadership Essentials,Leadership,2023-09-24,2023-09-30,Completed,74.0,25.8,True
305560,101422,Enterprise Sales Methodology,Sales,2025-10-14,,Not Started,,19.4,False
305561,101422,Manager Coaching Skills,Leadership,2025-11-22,,In Progress,,15.8,False
305562,101422,Sql For Business Analysts,Technical,2026-04-20,,Incomplete,,18.6,False
305563,101422,Power Bi Fundamentals,Technical,2026-02-19,,Completed,77.8,13.4,True
305564,101422,Data Privacy And Gdpr,Compliance,2025-11-14,,In Progress,,2.3,False
305565,101423,Power Bi Fundamentals,Technical,2022-12-23,2023-01-13,Completed,81.2,15.6,True
305566,101423,Advanced Customer Handling,Customer Experience,2023-11-08,,Completed,95.2,16.2,True
305567,101423,Cybersecurity Awareness,Compliance,2024-07-23,2024-09-06,Completed,59.2,2.2,True
305568,101423,Sql For Business Analysts,Technical,2021-04-30,2021-05-12,Completed,64.4,18.9,True
305569,101424,New Hire Onboarding,Onboarding,2023-02-14,,Completed,72.6,9.7,True
305570,101424,Advanced Customer Handling,Customer Experience,2023-11-26,2023-12-01,Completed,77.4,12.8,True
305571,101424,Leadership Essentials,Leadership,2024-03-29,2024-04-29,Completed,97.6,18.8,True
305572,101425,Cybersecurity Awareness,Compliance,2021-08-01,,Not Started,,2.1,False
305573,101426,New Hire Onboarding,Onboarding,2025-07-07,2025-08-03,Completed,78.7,7.9,True
305574,101426,Leadership Essentials,Leadership,2025-04-10,,Not Started,,16.8,False
305575,101427,Cybersecurity Awareness,Compliance,2022-10-31,2022-12-06,Completed,92.7,1.8,True
305576,101427,New Hire Onboarding,Onboarding,2025-11-13,2025-12-17,Completed,65.7,7.3,True
305577,101428,New Hire Onboarding,Onboarding,2022-02-09,,Incomplete,,8.7,False
305578,101428,Sql For Business Analysts,Technical,2021-09-18,2021-10-15,Completed,,19.9,True
305579,101428,Manager Coaching Skills,Leadership,2024-05-26,2024-06-14,Completed,64.8,18.7,True
305580,101428,Power Bi Fundamentals,Technical,2021-01-09,2021-02-11,Completed,64.7,14.6,True
305581,101429,New Hire Onboarding,Onboarding,2022-05-01,2022-05-10,Completed,93.0,9.5,True
305582,101429,Manager Coaching Skills,Leadership,2023-11-09,2023-11-10,Completed,42.8,18.7,True
305583,101429,Conflict Resolution,Soft Skills,2022-06-17,,In Progress,,6.8,False
305584,101429,Enterprise Sales Methodology,Sales,2024-05-06,,Completed,85.1,15.5,True
305585,101429,Leadership Essentials,Leadership,2022-04-15,2022-05-12,Completed,60.6,27.3,True
305586,101429,Product Discovery Basics,Product,2021-02-18,2021-02-23,Completed,80.6,9.7,True
305587,101429,Advanced Customer Handling,Customer Experience,2021-12-20,2021-12-25,Completed,75.6,8.4,True
305588,101430,Power Bi Fundamentals,Technical,2023-06-17,2023-06-24,Completed,65.4,13.3,True
305589,101430,Product Discovery Basics,Product,2024-12-13,2025-01-27,Completed,60.1,12.2,True
305590,101430,Data Privacy And Gdpr,Compliance,2023-06-27,2023-08-04,Completed,,3.0,True
305591,101430,Conflict Resolution,Soft Skills,2024-08-27,2024-09-20,Completed,79.8,8.6,True
305592,101430,Secure Coding Basics,Technical,2024-11-09,,In Progress,,13.3,False
305593,101430,Leadership Essentials,Leadership,2022-06-01,2022-02-18,Completed,85.2,16.4,True
305594,101430,New Hire Onboarding,Onboarding,2024-04-12,,In Progress,,7.5,False
305595,101431,New Hire Onboarding,Onboarding,2023-04-30,2023-05-27,Completed,80.6,9.5,True
305596,101431,Enterprise Sales Methodology,Sales,2025-04-11,2025-05-03,Completed,70.9,21.4,True
305597,101431,Manager Coaching Skills,Leadership,2021-02-08,2021-02-14,Completed,71.4,15.0,True
305598,101432,New Hire Onboarding,Onboarding,2023-07-29,2023-08-31,Completed,57.9,11.0,True
305599,101433,Cybersecurity Awareness,Compliance,2024-06-06,2024-06-24,Completed,72.9,2.4,True
305600,101433,Manager Coaching Skills,Leadership,2025-08-18,2025-09-02,Completed,65.5,13.0,True
305601,101433,Product Discovery Basics,Product,2023-02-08,2023-03-10,Completed,59.9,11.8,True
305602,101433,Sql For Business Analysts,Technical,2024-01-21,,In Progress,,15.6,False
305603,101433,Secure Coding Basics,Technical,2025-12-19,,Not Started,,9.4,False
305604,101434,New Hire Onboarding,Onboarding,2022-08-29,2022-09-03,Completed,73.6,6.6,True
305605,101434,Power Bi Fundamentals,Technical,2022-12-24,2023-01-23,Completed,76.7,15.6,True
305606,101434,Enterprise Sales Methodology,Sales,2022-09-30,,In Progress,,13.6,False
305607,101434,Leadership Essentials,Leadership,2022-12-17,2023-01-05,Completed,64.4,22.2,True
305608,101434,Advanced Customer Handling,Customer Experience,2021-05-29,2021-06-20,Completed,81.1,8.7,True
305609,101435,New Hire Onboarding,Onboarding,2023-06-06,2023-06-14,Completed,52.6,6.8,True
305610,101436,New Hire Onboarding,Onboarding,2024-09-24,2024-11-01,Completed,88.4,8.6,True
305611,101436,Advanced Customer Handling,Customer Experience,2022-09-13,2022-10-23,Completed,90.7,11.3,True
305612,101436,Power Bi Fundamentals,Technical,2025-11-22,,Completed,81.9,11.8,True
305613,101437,New Hire Onboarding,Onboarding,2025-08-10,,Not Started,,8.1,False
305614,101437,Manager Coaching Skills,Leadership,2025-12-26,2025-12-28,Completed,85.0,17.1,True
305615,101437,New Hire Onboarding,Onboarding,2025-03-18,2025-03-30,Completed,86.0,8.2,True
305616,101437,Leadership Essentials,Leadership,2024-05-21,2024-05-29,Completed,57.3,19.1,True
305617,101438,New Hire Onboarding,Onboarding,2023-07-09,2023-07-15,Completed,66.6,9.0,True
305618,101438,Manager Coaching Skills,Leadership,2023-07-28,2023-08-24,Completed,60.1,10.9,True
305619,101438,Advanced Customer Handling,Customer Experience,2025-04-21,2025-06-04,Completed,76.8,11.4,True
305620,101438,Power Bi Fundamentals,Technical,2022-09-08,2022-10-23,Completed,64.3,17.0,True
305621,101438,Product Discovery Basics,Product,2025-05-20,2025-06-15,Completed,83.3,5.8,True
305622,101439,New Hire Onboarding,Onboarding,2025-11-29,2025-12-17,Completed,95.8,7.4,True
305623,101439,Advanced Customer Handling,Customer Experience,2025-11-24,,In Progress,,14.6,False
305624,101440,New Hire Onboarding,Onboarding,2024-07-31,2024-08-19,Completed,,7.6,True
305625,101440,Sql For Business Analysts,Technical,2024-06-19,2024-07-25,Completed,96.8,19.2,True
305626,101440,Leadership Essentials,Leadership,2022-06-23,,Completed,100.0,27.1,True
305627,101441,New Hire Onboarding,Onboarding,2025-12-22,2026-01-19,Completed,75.3,10.0,True
305628,101441,Sql For Business Analysts,Technical,2026-03-17,2026-03-31,Completed,50.5,15.7,True
305629,101441,Data Privacy And Gdpr,Compliance,2026-03-04,,Not Started,,2.6,False
305630,101441,Advanced Customer Handling,Customer Experience,2025-11-19,,In Progress,,11.0,False
305631,101441,Power Bi Fundamentals,Technical,2026-01-19,2026-02-19,Completed,79.2,7.9,True
305632,101441,Enterprise Sales Methodology,Sales,2026-02-13,2026-02-18,Completed,52.0,15.7,True
305633,101442,New Hire Onboarding,Onboarding,2025-06-29,2025-07-21,Completed,68.7,9.2,True
305634,101442,Product Discovery Basics,Product,2024-12-18,2025-01-25,Completed,97.4,8.6,True
305635,101443,New Hire Onboarding,Onboarding,2023-02-04,2023-02-28,Completed,62.8,8.3,True
305636,101443,Secure Coding Basics,Technical,2024-05-07,,In Progress,,9.2,False
305637,101443,New Hire Onboarding,Onboarding,2022-04-08,2022-05-11,Completed,91.0,8.0,True
305638,101444,Power Bi Fundamentals,Technical,2023-07-28,2023-08-08,Completed,71.9,13.8,True
305639,101445,New Hire Onboarding,Onboarding,2022-03-30,2022-04-23,Completed,78.8,5.6,True
305640,101445,Manager Coaching Skills,Leadership,2026-02-13,2026-03-19,Completed,82.4,18.6,True
305641,101445,Sql For Business Analysts,Technical,2023-10-26,2023-11-19,Completed,85.8,18.6,True
305642,101445,Cybersecurity Awareness,Compliance,2024-12-06,2024-12-19,Completed,72.0,2.0,True
305643,101445,Advanced Customer Handling,Customer Experience,2022-02-02,,Completed,83.0,8.5,True
305644,101445,Conflict Resolution,Soft Skills,2024-12-02,2024-12-11,Completed,70.2,7.2,True
305645,101446,New Hire Onboarding,Onboarding,2025-03-26,2025-04-22,Completed,81.4,7.7,True
305646,101446,Leadership Essentials,Leadership,2025-06-21,2025-07-08,Completed,41.9,14.7,True
305647,101446,Sql For Business Analysts,Technical,2025-05-03,2025-05-07,Completed,82.5,18.5,True
305648,101446,Secure Coding Basics,Technical,2025-10-02,2025-11-04,Completed,74.0,6.9,True
305649,101447,New Hire Onboarding,Onboarding,2025-05-14,,In Progress,,8.1,False
305650,101447,Advanced Customer Handling,Customer Experience,2024-05-11,,In Progress,,11.9,False
305651,101447,Leadership Essentials,Leadership,2025-07-04,,Incomplete,,20.4,False
305652,101448,New Hire Onboarding,Onboarding,2021-12-30,2022-02-13,Completed,76.6,8.4,True
305653,101448,Power Bi Fundamentals,Technical,2023-05-24,2023-06-15,Completed,94.9,15.4,True
305654,101448,New Hire Onboarding,Onboarding,2023-07-16,2023-08-22,Completed,83.6,8.5,True
305655,101448,Cybersecurity Awareness,Compliance,2024-04-19,,In Progress,,1.6,False
305656,101448,Enterprise Sales Methodology,Sales,2021-03-17,2021-04-10,Completed,81.2,19.9,True
305657,101448,Leadership Essentials,Leadership,2025-09-27,2025-09-29,Completed,94.4,28.9,True
305658,101449,Advanced Customer Handling,Customer Experience,2025-07-10,,In Progress,,11.9,False
305659,101449,Data Privacy And Gdpr,Compliance,2025-03-29,2025-03-30,Completed,85.2,2.1,True
305660,101450,New Hire Onboarding,Onboarding,2024-12-11,2025-01-20,Completed,83.2,6.0,True
305661,101451,New Hire Onboarding,Onboarding,2024-08-23,2024-10-02,Completed,68.6,6.4,True
305662,101451,Manager Coaching Skills,Leadership,2025-07-28,2025-09-07,Completed,82.5,16.9,True
305663,101451,Secure Coding Basics,Technical,2024-12-06,2024-12-22,Completed,95.0,6.6,True
305664,101451,Power Bi Fundamentals,Technical,2024-06-20,,In Progress,,16.9,False
305665,101451,Advanced Customer Handling,Customer Experience,2025-01-18,,Not Started,,12.3,False
305666,101451,Conflict Resolution,Soft Skills,2026-03-12,,Completed,51.8,5.5,True
305667,101451,Product Discovery Basics,Product,2025-02-27,2025-03-23,Completed,65.4,10.5,True
305668,101452,New Hire Onboarding,Onboarding,2026-01-16,2026-03-01,Completed,87.7,7.3,True
305669,101452,Secure Coding Basics,Technical,2026-04-19,,In Progress,,7.6,False
305670,101452,Power Bi Fundamentals,Technical,2026-01-16,2026-02-21,Completed,72.1,14.3,True
305671,101452,Enterprise Sales Methodology,Sales,2026-03-30,2026-04-02,Completed,53.4,19.5,True
305672,101452,Sql For Business Analysts,Technical,2026-03-23,2026-04-30,Completed,66.4,17.6,True
305673,101452,Cybersecurity Awareness,Compliance,2025-12-14,2025-12-24,Completed,82.8,1.9,True
305674,101453,New Hire Onboarding,Onboarding,2026-01-29,,In Progress,,7.9,False
305675,101453,Conflict Resolution,Soft Skills,2025-12-09,2026-01-16,Completed,100.0,7.1,True
305676,101453,Data Privacy And Gdpr,Compliance,2026-02-20,2026-03-28,Completed,73.2,3.8,True
305677,101453,Secure Coding Basics,Technical,2026-01-24,,Not Started,,10.9,False
305678,101453,Product Discovery Basics,Product,2026-04-20,2026-05-31,Completed,51.5,9.0,True
305679,101454,New Hire Onboarding,Onboarding,2022-04-08,2022-04-05,Completed,74.8,9.5,True
305680,101455,New Hire Onboarding,Onboarding,2021-08-19,,Completed,73.2,6.6,True
305681,101455,Data Privacy And Gdpr,Compliance,,,Incomplete,,2.9,False
305682,101455,Power Bi Fundamentals,Technical,2022-06-19,2022-07-12,Completed,78.6,18.0,True
305683,101456,New Hire Onboarding,Onboarding,2025-08-28,,Incomplete,,4.8,False
305684,101456,Enterprise Sales Methodology,Sales,2022-11-07,2022-12-15,Completed,,15.2,True
305685,101456,Data Privacy And Gdpr,Compliance,2024-09-08,,In Progress,,3.6,False
305686,101456,Power Bi Fundamentals,Technical,2023-09-10,,Not Started,,13.9,False
305687,101456,Leadership Essentials,Leadership,2023-08-29,2023-09-19,Completed,90.7,12.9,True
305688,101457,New Hire Onboarding,Onboarding,2024-10-20,,Not Started,,10.3,False
305689,101458,New Hire Onboarding,Onboarding,2024-02-28,,In Progress,,9.7,False
305690,101458,Advanced Customer Handling,Customer Experience,2024-09-07,2024-10-21,Completed,86.4,14.6,True
305691,101458,Enterprise Sales Methodology,Sales,2026-03-26,,In Progress,,18.6,False
305692,101458,Conflict Resolution,Soft Skills,2025-04-08,,Incomplete,,6.4,False
305693,101458,Sql For Business Analysts,Technical,2024-03-13,,Incomplete,,18.6,False
305694,101458,Leadership Essentials,Leadership,2024-01-04,2024-02-08,Completed,75.7,25.3,True
305695,101458,Manager Coaching Skills,Leadership,2025-05-06,2025-05-11,Completed,63.7,18.9,True
305696,101459,Product Discovery Basics,Product,2023-07-13,,In Progress,,12.1,False
305697,101459,Manager Coaching Skills,Leadership,2026-02-21,2026-03-02,Completed,71.1,17.7,True
305698,101459,Conflict Resolution,Soft Skills,2025-09-08,2025-10-07,Completed,77.0,4.6,True
305699,101459,Sql For Business Analysts,Technical,2024-10-23,2024-11-13,Completed,66.7,23.1,True
305700,101460,New Hire Onboarding,Onboarding,2021-01-01,2021-02-15,Completed,75.5,7.9,True
305701,101460,Product Discovery Basics,Product,2021-01-01,2021-02-04,Completed,67.1,9.2,True
305702,101461,New Hire Onboarding,Onboarding,2026-02-28,2026-11-04,Completed,84.4,9.0,True
305703,101461,Manager Coaching Skills,Leadership,2025-11-07,,Not Started,,14.0,False
305704,101461,Conflict Resolution,Soft Skills,2026-02-08,2026-02-20,Completed,73.5,8.2,True
305705,101461,Power Bi Fundamentals,Technical,2026-04-17,,In Progress,,16.3,False
305706,101461,Data Privacy And Gdpr,Compliance,2026-04-02,2026-05-15,Completed,81.2,3.7,True
305707,101462,New Hire Onboarding,Onboarding,2024-06-08,,Not Started,,8.1,False
305708,101462,Leadership Essentials,Leadership,2024-07-29,,Not Started,,22.8,False
305709,101462,Product Discovery Basics,Product,2024-06-17,2024-07-18,Completed,98.0,12.3,True
305710,101462,Enterprise Sales Methodology,Sales,2024-04-21,2024-05-01,Completed,65.9,16.4,True
305711,101462,Conflict Resolution,Soft Skills,2024-05-05,2024-06-17,Completed,68.7,5.5,True
305712,101463,Sql For Business Analysts,Technical,2024-09-20,,In Progress,,14.8,False
305713,101463,Advanced Customer Handling,Customer Experience,2025-05-06,2025-05-17,Completed,,12.5,True
305714,101463,Power Bi Fundamentals,Technical,2025-08-22,2025-10-03,Completed,73.0,14.5,True
305715,101463,Secure Coding Basics,Technical,2025-01-21,2025-02-03,Completed,61.7,7.8,True
305716,101463,Enterprise Sales Methodology,Sales,2026-04-03,2026-04-24,Completed,88.3,19.2,True
305717,101463,New Hire Onboarding,Onboarding,2026-03-19,2026-04-23,Completed,87.9,6.7,True
305718,101463,Data Privacy And Gdpr,Compliance,2026-02-25,,In Progress,,2.9,False
305719,101464,New Hire Onboarding,Onboarding,2023-12-19,2024-01-01,Completed,71.9,7.7,True
305720,101464,Cybersecurity Awareness,Compliance,2024-01-30,,Not Started,,1.7,False
305721,101464,Advanced Customer Handling,Customer Experience,2021-08-06,,In Progress,,11.7,False
305722,101464,Leadership Essentials,Leadership,2023-10-21,,Not Started,,19.7,False
305723,101464,Power Bi Fundamentals,Technical,2021-10-27,,Not Started,,14.1,False
305724,101464,Sql For Business Analysts,Technical,2022-11-22,2022-12-25,Completed,87.5,15.3,True
305725,101464,Product Discovery Basics,Product,2023-09-17,2023-10-27,Completed,85.2,9.3,True
305726,101465,New Hire Onboarding,Onboarding,2024-08-22,2024-09-13,Completed,78.3,10.9,True
305727,101465,Data Privacy And Gdpr,Compliance,2025-03-22,,In Progress,,3.1,False
305728,101465,Leadership Essentials,Leadership,2025-09-19,,Completed,74.2,20.2,True
305729,101466,New Hire Onboarding,Onboarding,2023-07-30,2023-07-31,Completed,96.7,6.8,True
305730,101466,Power Bi Fundamentals,Technical,2022-11-22,,In Progress,,15.7,False
305731,101466,Secure Coding Basics,Technical,2023-01-11,2023-01-21,Completed,74.7,8.3,True
305732,101466,Cybersecurity Awareness,Compliance,2022-11-03,,Not Started,,1.3,False
305733,101466,Product Discovery Basics,Product,2024-06-01,,Not Started,,9.4,False
305734,101466,Sql For Business Analysts,Technical,2023-12-26,2024-01-18,Completed,70.5,15.3,True
305735,101467,New Hire Onboarding,Onboarding,2024-09-23,,Not Started,,9.1,False
305736,101467,Enterprise Sales Methodology,Sales,2022-12-22,2023-01-07,Completed,52.5,14.3,True
305737,101467,Product Discovery Basics,Product,2022-09-01,,In Progress,,5.7,False
305738,101467,New Hire Onboarding,Onboarding,2025-09-12,,Incomplete,,8.0,False
305739,101467,Secure Coding Basics,Technical,2024-11-27,2025-05-01,Completed,71.2,9.4,True
305740,101467,Power Bi Fundamentals,Technical,2021-12-05,,In Progress,,16.8,False
305741,101467,Sql For Business Analysts,Technical,2025-09-05,,Not Started,,19.9,False
305742,101468,New Hire Onboarding,Onboarding,2026-02-01,,Not Started,,8.6,False
305743,101468,Data Privacy And Gdpr,Compliance,2024-08-02,2024-09-06,Completed,83.1,2.7,True
305744,101468,Power Bi Fundamentals,Technical,2022-10-01,2022-10-03,Completed,71.2,12.2,True
305745,101468,Leadership Essentials,Leadership,2023-02-13,2023-02-19,Completed,85.7,30.2,True
305746,101469,New Hire Onboarding,Onboarding,2022-09-12,,In Progress,,9.2,False
305747,101469,Sql For Business Analysts,Technical,2025-11-20,,Not Started,,16.9,False
305748,101469,Manager Coaching Skills,Leadership,2023-11-15,,Not Started,,19.5,False
305749,101469,Leadership Essentials,Leadership,2025-05-06,,Not Started,,25.3,False
305750,101469,New Hire Onboarding,Onboarding,2021-06-23,2021-07-17,Completed,57.8,8.0,True
305751,101469,Cybersecurity Awareness,Compliance,2021-02-05,2021-03-05,Completed,62.8,1.6,True
305752,101469,Enterprise Sales Methodology,Sales,2024-09-02,2024-09-06,Completed,68.7,13.9,True
305753,101470,New Hire Onboarding,Onboarding,2024-04-19,2024-05-17,Completed,68.2,5.4,True
305754,101470,Sql For Business Analysts,Technical,2024-06-29,,Completed,95.3,17.2,True
305755,101470,New Hire Onboarding,Onboarding,2021-11-20,2022-01-01,Completed,77.3,6.4,True
305756,101471,New Hire Onboarding,Onboarding,2022-02-09,,In Progress,,6.6,False
305757,101471,Advanced Customer Handling,Customer Experience,2022-07-13,,Not Started,,13.5,False
305758,101472,New Hire Onboarding,Onboarding,2025-07-06,,Not Started,,9.0,False
305759,101472,Product Discovery Basics,Product,2024-04-16,2024-05-27,Completed,87.1,10.1,True
305760,101472,New Hire Onboarding,Onboarding,2024-05-02,2024-06-14,Completed,77.6,7.3,True
305761,101472,Leadership Essentials,Leadership,2022-11-09,2022-12-19,Completed,87.4,22.1,True
305762,101473,Leadership Essentials,Leadership,2025-12-18,2026-01-21,Completed,67.7,16.9,True
305763,101473,New Hire Onboarding,Onboarding,2026-04-06,,Not Started,,10.3,False
305764,101473,Power Bi Fundamentals,Technical,2025-08-29,2025-09-06,Completed,99.8,13.9,True
305765,101473,Product Discovery Basics,Product,2025-10-04,2025-11-02,Completed,72.4,9.2,True
305766,101473,Enterprise Sales Methodology,Sales,2025-04-12,2025-05-18,Completed,84.4,18.0,True
305767,101473,Manager Coaching Skills,Leadership,2025-03-18,,In Progress,,17.4,False
305768,101473,Data Privacy And Gdpr,Compliance,2025-12-30,2026-01-20,Completed,83.3,2.9,True
305769,101474,New Hire Onboarding,Onboarding,2023-07-17,2023-07-31,Completed,63.2,6.7,True
305770,101474,Sql For Business Analysts,Technical,2023-11-14,,In Progress,,19.9,False
305771,101474,Secure Coding Basics,Technical,2022-08-09,2022-09-15,Completed,62.4,13.7,True
305772,101474,Data Privacy And Gdpr,Compliance,2022-09-21,,Not Started,,2.6,False
305773,101474,Leadership Essentials,Leadership,2021-10-24,2021-11-19,Completed,66.0,21.3,True
305774,101475,New Hire Onboarding,Onboarding,2025-05-28,2025-06-12,Completed,77.0,7.9,True
305775,101475,Cybersecurity Awareness,Compliance,2026-01-06,2026-01-25,Completed,77.1,2.3,True
305776,101475,Leadership Essentials,Leadership,2025-11-17,2025-11-28,Completed,94.0,22.1,True
305777,101475,Power Bi Fundamentals,Technical,2023-08-20,,In Progress,,17.1,False
305778,101475,Enterprise Sales Methodology,Sales,2021-12-08,,Incomplete,,17.4,False
305779,101475,Sql For Business Analysts,Technical,2023-02-01,2023-02-11,Completed,75.4,19.1,True
305780,101476,Leadership Essentials,Leadership,2025-01-23,2025-02-05,Completed,74.1,25.6,True
305781,101476,New Hire Onboarding,Onboarding,2025-10-17,2025-10-25,Completed,77.9,9.6,True
305782,101476,Leadership Essentials,Leadership,2023-11-22,,Not Started,,17.2,False
