salary_id,employee_id,salary_amount,currency,effective_date,bonus_amount,pay_frequency,exchange_rate_to_usd,salary_amount_usd,bonus_amount_usd,annual_salary_usd,salary_band
504154,101512,,USD,2015-06-15,0.0,Annual,1.0,,0.0,,Unknown
504155,101512,17428.83,USD,2016-12-11,0.0,Annual,1.0,17428.83,0.0,17428.83,Low
504156,101512,,INR,2018-07-20,0.0,Annual,0.012,,0.0,,Unknown
504157,101512,19814.38,USD,2020-11-17,0.0,Annual,1.0,19814.38,0.0,19814.38,Low
504158,101512,21648.16,USD,2022-04-05,0.0,Annual,1.0,21648.16,0.0,21648.16,Low
504159,101513,28306.88,JOD,2020-04-22,0.0,Annual,1.41,39912.7,0.0,39912.7,Medium
504160,101513,30081.96,USD,2021-02-12,0.0,Annual,1.0,30081.96,0.0,30081.96,Medium
504161,101513,31242.11,JOD,2023-09-30,0.0,Annual,1.41,44051.38,0.0,44051.38,Medium
504162,101513,32396.32,USD,2024-04-19,-0.0,Annual,1.0,32396.32,-0.0,32396.32,Medium
504163,101514,82206.83,USD,2025-09-28,12210.2,Monthly,1.0,82206.83,12210.2,82206.83,High
504164,101514,89427.42,USD,2026-02-20,15866.01,Annual,1.0,89427.42,15866.01,89427.42,High
504165,101515,25885.98,USD,2019-05-03,0.0,Annual,1.0,25885.98,0.0,25885.98,Low
504166,101515,26572.87,USD,2020-03-14,0.0,Annual,1.0,26572.87,0.0,26572.87,Low
504167,101515,27296.77,EGP,2023-09-22,0.0,Monthly,0.021,,0.0,,Unknown
504168,101515,29072.82,USD,2025-02-21,0.0,Annual,1.0,29072.82,0.0,29072.82,Low
504169,101516,16852.47,USD,2016-08-17,0.0,Annual,1.0,16852.47,0.0,16852.47,Low
504170,101517,58719.08,USD,2024-12-23,10398.04,Annual,1.0,58719.08,10398.04,58719.08,Medium
504171,101517,61570.19,USD,2025-04-19,8793.0,Annual,1.0,61570.19,8793.0,61570.19,Medium
504172,101517,66758.91,USD,2025-08-03,9838.53,Monthly,1.0,66758.91,9838.53,66758.91,Medium
504173,101518,59425.26,USD,2019-04-04,4890.0,Annual,1.0,59425.26,4890.0,59425.26,Medium
504174,101518,,USD,2019-05-09,2533.05,Monthly,1.0,,2533.05,,Unknown
504175,101518,64980.0,AED,2020-10-21,5144.0,Annual,0.27,17544.6,1388.88,17544.6,Low
504176,101519,17827.88,USD,2021-07-13,0.0,Annual,1.0,17827.88,0.0,17827.88,Low
504177,101519,18424.8,USD,2021-10-20,0.0,Annual,1.0,18424.8,0.0,18424.8,Low
504178,101519,19105.79,USD,2022-04-26,0.0,Monthly,1.0,19105.79,0.0,19105.79,Low
504179,101520,73927.3,EGP,2016-12-05,7977.62,Annual,0.021,,167.53,,Unknown
504180,101520,76684.75,USD,2017-06-30,13115.58,Annual,1.0,76684.75,13115.58,76684.75,High
504181,101521,59202.13,USD,2025-03-30,0.0,Annual,1.0,59202.13,0.0,59202.13,Medium
504182,101522,13966.94,USD,2022-06-09,0.0,Annual,1.0,13966.94,0.0,13966.94,Low
504183,101522,14476.65,USD,2024-01-16,0.0,Annual,1.0,14476.65,0.0,14476.65,Low
504184,101522,15203.44,USD,2026-01-01,0.0,Annual,1.0,15203.44,0.0,15203.44,Low
504185,101523,45198.0,JOD,2022-04-23,1413.0,Annual,1.41,63729.18,1992.33,63729.18,Medium
504186,101523,49161.49,USD,2022-07-28,5410.87,Annual,1.0,49161.49,5410.87,49161.49,Medium
504187,101523,51874.13,USD,2022-10-22,6381.97,Annual,1.0,51874.13,6381.97,51874.13,Medium
504188,101523,56431.78,USD,2023-09-24,10156.3,Monthly,1.0,56431.78,10156.3,56431.78,Medium
504189,101524,18570.55,USD,2025-12-20,0.0,Monthly,1.0,18570.55,0.0,18570.55,Low
504190,101525,71550.0,USD,2018-10-23,10678.1,Annual,1.0,71550.0,10678.1,71550.0,High
504191,101525,75201.88,USD,2018-11-21,8342.57,Monthly,1.0,75201.88,8342.57,75201.88,High
504192,101525,77734.32,USD,2019-06-15,1649.52,Annual,1.0,77734.32,1649.52,77734.32,High
504193,101525,82124.29,USD,2022-08-30,13925.0,Annual,1.0,82124.29,13925.0,82124.29,High
504194,101525,87017.88,USD,2024-03-20,14293.65,Monthly,1.0,87017.88,14293.65,87017.88,High
504195,101526,27034.51,USD,2025-05-15,0.0,Annual,1.0,27034.51,0.0,27034.51,Low
504196,101526,28317.29,USD,2025-07-09,0.0,Annual,1.0,28317.29,0.0,28317.29,Low
504197,101527,91662.21,JOD,2023-10-01,10880.85,Annual,1.41,129243.72,15342.0,129243.72,Executive
504198,101527,96207.64,USD,2024-02-01,3731.52,Annual,1.0,96207.64,3731.52,96207.64,High
504199,101528,19853.31,USD,2022-09-25,0.0,Annual,1.0,19853.31,0.0,19853.31,Low
504200,101528,20856.0,USD,2024-02-09,0.0,Monthly,1.0,20856.0,0.0,20856.0,Low
504201,101528,,JOD,2025-11-22,0.0,Annual,1.41,,0.0,,Unknown
504202,101529,24075.59,USD,2016-06-17,0.0,Annual,1.0,24075.59,0.0,24075.59,Low
504203,101530,40004.05,JOD,2023-01-11,5497.99,Annual,1.41,56405.71,7752.17,56405.71,Medium
504204,101530,42119.45,EGP,2023-08-17,4319.11,Annual,0.021,,90.7,,Unknown
504205,101531,16032.05,USD,2022-05-20,0.0,Annual,1.0,16032.05,0.0,16032.05,Low
504206,101531,16926.14,USD,2025-07-19,0.0,Annual,1.0,16926.14,0.0,16926.14,Low
504207,101531,18270.5,USD,2025-09-07,0.0,Monthly,1.0,18270.5,0.0,18270.5,Low
504208,101531,19000.0,USD,2025-11-06,0.0,Annual,1.0,19000.0,0.0,19000.0,Low
504209,101532,13160.06,USD,2026-04-14,0.0,Annual,1.0,13160.06,0.0,13160.06,Low
504210,101533,21472.07,USD,2016-11-23,0.0,Monthly,1.0,21472.07,0.0,21472.07,Low
504211,101533,22717.94,USD,2022-09-23,0.0,Annual,1.0,22717.94,0.0,22717.94,Low
504212,101533,23865.46,USD,2025-12-15,0.0,Annual,1.0,23865.46,0.0,23865.46,Low
504213,101533,25842.61,USD,2026-03-08,0.0,Annual,1.0,25842.61,0.0,25842.61,Low
504214,101534,21854.15,USD,2021-12-09,0.0,Annual,1.0,21854.15,0.0,21854.15,Low
504215,101535,19867.93,USD,2025-05-31,0.0,Monthly,1.0,19867.93,0.0,19867.93,Low
504216,101535,21208.11,USD,2025-09-30,0.0,Annual,1.0,21208.11,0.0,21208.11,Low
504217,101536,41882.27,USD,2015-03-22,2713.57,Annual,1.0,41882.27,2713.57,41882.27,Medium
504218,101536,43126.52,USD,2016-12-22,,Annual,1.0,43126.52,,43126.52,Medium
504219,101536,45610.25,USD,2022-02-19,5148.73,Annual,1.0,45610.25,5148.73,45610.25,Medium
504220,101536,48729.96,USD,2023-04-15,3456.48,Annual,1.0,48729.96,3456.48,48729.96,Medium
504221,101537,101519.15,USD,2023-11-01,13425.77,Monthly,1.0,101519.15,13425.77,101519.15,High
504222,101537,105863.15,AED,2024-09-06,14597.38,Annual,0.27,28583.05,3941.29,28583.05,Low
504223,101537,113192.08,USD,2025-11-02,4572.32,Annual,1.0,113192.08,4572.32,113192.08,High
504224,101538,59106.03,INR,2024-08-22,10041.54,Monthly,0.012,,120.5,,Unknown
504225,101539,24424.0,USD,2024-04-04,0.0,Annual,1.0,24424.0,0.0,24424.0,Low
504226,101540,63456.24,USD,2021-04-01,5947.97,Monthly,1.0,63456.24,5947.97,63456.24,Medium
504227,101540,67424.26,JOD,2022-03-07,11381.26,Annual,1.41,95068.21,16047.58,95068.21,High
504228,101540,72305.11,USD,2022-12-03,4764.02,Annual,1.0,72305.11,4764.02,72305.11,High
504229,101540,77743.65,USD,2023-09-08,4398.48,Annual,1.0,77743.65,4398.48,77743.65,High
504230,101540,84024.71,USD,2025-01-02,8647.46,Monthly,1.0,84024.71,8647.46,84024.71,High
504231,101541,33346.67,USD,2025-12-02,3642.5,Annual,1.0,33346.67,3642.5,33346.67,Medium
504232,101542,81785.85,USD,2020-08-13,11948.1,Annual,1.0,81785.85,11948.1,81785.85,High
504233,101542,84297.58,JOD,2021-02-05,5558.16,Annual,1.41,118859.59,7837.01,118859.59,High
504234,101542,88478.71,EGP,2022-07-07,12712.44,Annual,0.021,,266.96,,Unknown
504235,101542,92009.0,USD,2023-01-21,12756.03,Annual,1.0,92009.0,12756.03,92009.0,High
504236,101542,100430.46,AED,2023-03-29,11747.02,Monthly,0.27,27116.22,3171.7,27116.22,Low
504237,101543,3572.44,USD,2020-09-06,1405.09,Annual,1.0,,1405.09,,Unknown
504238,101544,12540.84,USD,2015-04-19,0.0,Annual,1.0,12540.84,0.0,12540.84,Low
504239,101544,13581.57,USD,2016-05-01,0.0,Annual,1.0,13581.57,0.0,13581.57,Low
504240,101544,14614.15,USD,2018-07-25,0.0,Annual,1.0,14614.15,0.0,14614.15,Low
504241,101544,15770.84,USD,2020-08-19,0.0,Annual,1.0,15770.84,0.0,15770.84,Low
504242,101544,17088.28,USD,2022-12-13,0.0,Annual,1.0,17088.28,0.0,17088.28,Low
504243,101545,21171.58,USD,2021-04-02,0.0,Annual,1.0,21171.58,0.0,21171.58,Low
504244,101545,22710.16,USD,2023-06-30,0.0,Annual,1.0,22710.16,0.0,22710.16,Low
504245,101546,91011.39,USD,2022-04-19,10854.17,Annual,1.0,91011.39,10854.17,91011.39,High
504246,101546,94744.9,USD,2023-09-04,12000.0,Annual,1.0,94744.9,12000.0,94744.9,High
504247,101547,78135.0,USD,2016-03-31,8227.26,Annual,1.0,78135.0,8227.26,78135.0,High
504248,101547,84152.53,USD,2019-12-14,2761.04,Annual,1.0,84152.53,2761.04,84152.53,High
504249,101547,90072.1,USD,2022-06-16,6882.18,Annual,1.0,90072.1,6882.18,90072.1,High
504250,101548,15827.27,USD,2025-04-25,0.0,Annual,1.0,15827.27,0.0,15827.27,Low
504251,101548,17142.0,USD,2026-02-08,0.0,Annual,1.0,17142.0,0.0,17142.0,Low
504252,101549,31491.02,JOD,2020-08-28,4142.13,Annual,1.41,44402.34,5840.4,44402.34,Medium
504253,101550,,USD,2018-01-07,6648.84,Annual,1.0,,6648.84,,Unknown
504254,101550,51114.24,USD,2021-03-20,8589.24,Annual,1.0,51114.24,8589.24,51114.24,Medium
504255,101551,39109.26,USD,2023-12-02,0.0,Annual,1.0,39109.26,0.0,39109.26,Medium
504256,101551,42430.09,USD,2024-11-11,0.0,Annual,1.0,42430.09,0.0,42430.09,Medium
504257,101551,,USD,2024-10-12,0.0,Annual,1.0,,0.0,,Unknown
504258,101551,47128.58,USD,2025-07-25,0.0,Annual,1.0,47128.58,0.0,47128.58,Medium
504259,101551,50818.33,USD,2025-10-14,0.0,Annual,1.0,50818.33,0.0,50818.33,Medium
504260,101552,21348.61,USD,2024-11-20,3118.03,Monthly,1.0,21348.61,3118.03,21348.61,Low
504261,101552,23238.01,USD,2026-01-21,2676.97,Monthly,1.0,23238.01,2676.97,23238.01,Low
504262,101553,87371.47,USD,2022-03-07,5635.34,Annual,1.0,87371.47,5635.34,87371.47,High
504263,101553,91200.55,USD,2022-08-19,11478.72,Annual,1.0,91200.55,11478.72,91200.55,High
504264,101553,97266.55,USD,2025-03-28,4121.5,Monthly,1.0,97266.55,4121.5,97266.55,High
504265,101553,,USD,2026-04-30,9259.0,Annual,1.0,,9259.0,,Unknown
504266,101554,56703.29,USD,2023-01-28,6865.66,Monthly,1.0,56703.29,6865.66,56703.29,Medium
504267,101554,59582.71,USD,2024-12-28,1495.91,Annual,1.0,59582.71,1495.91,59582.71,Medium
504268,101554,62868.96,USD,2026-02-28,10438.29,Annual,1.0,62868.96,10438.29,62868.96,Medium
504269,101555,26044.49,USD,2017-03-27,880.99,Annual,1.0,26044.49,880.99,26044.49,Low
504270,101555,27150.05,AED,2023-12-09,2966.92,Annual,0.27,7330.51,801.07,7330.51,Low
504271,101556,26120.05,USD,2024-11-09,1482.44,Annual,1.0,26120.05,1482.44,26120.05,Low
504272,101556,27475.49,USD,2025-02-20,571.67,Annual,1.0,27475.49,571.67,27475.49,Low
504273,101557,113591.93,USD,2018-05-07,16598.73,Annual,1.0,113591.93,16598.73,113591.93,High
504274,101557,116809.42,AED,2018-10-10,9426.12,Annual,0.27,31538.54,2545.05,31538.54,Medium
504275,101557,126160.19,USD,2023-10-28,21380.67,Annual,1.0,126160.19,21380.67,126160.19,Executive
504276,101557,131194.4,USD,2024-07-20,20957.32,Annual,1.0,131194.4,20957.32,131194.4,Executive
504277,101558,33728.64,USD,2019-02-28,5189.57,Annual,1.0,33728.64,5189.57,33728.64,Medium
504278,101558,36670.87,USD,2019-05-21,4313.91,Annual,1.0,36670.87,4313.91,36670.87,Medium
504279,101558,39917.0,USD,2019-06-12,4841.09,Annual,1.0,39917.0,4841.09,39917.0,Medium
504280,101558,41907.16,USD,2022-04-11,875.9,Annual,1.0,41907.16,875.9,41907.16,Medium
504281,101558,43948.91,USD,2023-03-25,6198.26,Annual,1.0,43948.91,6198.26,43948.91,Medium
504282,101559,89776.27,USD,2025-10-07,15614.75,Annual,1.0,89776.27,15614.75,89776.27,High
504283,101559,96332.21,USD,2026-02-25,10214.89,Annual,1.0,96332.21,10214.89,96332.21,High
504284,101560,80991.93,USD,2025-09-05,2756.47,Annual,1.0,80991.93,2756.47,80991.93,High
504285,101560,84000.0,JOD,2026-01-15,14231.16,Annual,1.41,118440.0,20065.94,118440.0,High
504286,101561,15424.68,USD,2019-06-03,0.0,Annual,1.0,15424.68,0.0,15424.68,Low
504287,101561,16827.12,USD,2020-02-05,0.0,Annual,1.0,16827.12,0.0,16827.12,Low
504288,101561,18000.0,USD,2020-08-31,0.0,Annual,1.0,18000.0,0.0,18000.0,Low
504289,101562,44237.0,JOD,2025-04-04,2259.12,Monthly,1.41,62374.17,3185.36,62374.17,Medium
504290,101563,47384.91,USD,2024-11-05,5537.67,Annual,1.0,47384.91,5537.67,47384.91,Medium
504291,101563,48823.0,USD,2025-03-18,1375.58,Monthly,1.0,48823.0,1375.58,48823.0,Medium
504292,101563,53316.88,USD,2025-12-10,4407.71,Annual,1.0,53316.88,4407.71,53316.88,Medium
504293,101563,54684.38,USD,2026-01-10,1494.17,Annual,1.0,54684.38,1494.17,54684.38,Medium
504294,101564,38126.91,JOD,2025-04-12,4114.08,Annual,1.41,53758.94,5800.85,53758.94,Medium
504295,101564,41487.46,USD,2025-05-16,2909.67,Annual,1.0,41487.46,2909.67,41487.46,Medium
504296,101564,44000.0,INR,2025-05-22,5930.89,Annual,0.012,,71.17,,Unknown
504297,101565,40921.43,USD,2022-11-21,3538.07,Annual,1.0,40921.43,3538.07,40921.43,Medium
504298,101565,43742.0,USD,2025-02-25,,Annual,1.0,43742.0,,43742.0,Medium
504299,101566,27578.28,INR,2022-03-04,0.0,Annual,0.012,,0.0,,Unknown
504300,101566,28357.2,USD,2023-01-30,0.0,Annual,1.0,28357.2,0.0,28357.2,Low
504301,101566,31000.0,USD,2026-02-28,0.0,Annual,1.0,31000.0,0.0,31000.0,Medium
504302,101567,74967.27,USD,2021-05-19,3031.96,Annual,1.0,74967.27,3031.96,74967.27,High
504303,101567,81879.81,USD,2024-09-29,5004.22,Monthly,1.0,81879.81,5004.22,81879.81,High
504304,101567,84806.18,JOD,2025-09-11,4973.0,Annual,1.41,119576.71,7011.93,119576.71,High
504305,101568,14062.0,USD,2017-01-05,0.0,Monthly,1.0,14062.0,0.0,14062.0,Low
504306,101568,15206.32,USD,2019-01-04,0.0,Annual,1.0,15206.32,0.0,15206.32,Low
504307,101568,15589.63,AED,2024-03-31,0.0,Annual,0.27,,0.0,,Unknown
504308,101569,18216.9,USD,2019-08-27,0.0,Annual,1.0,18216.9,0.0,18216.9,Low
504309,101569,19626.27,USD,2023-01-06,0.0,Annual,1.0,19626.27,0.0,19626.27,Low
504310,101570,27730.49,USD,2026-02-26,0.0,Annual,1.0,27730.49,0.0,27730.49,Low
504311,101571,31541.3,USD,2018-03-16,0.0,Annual,1.0,31541.3,0.0,31541.3,Medium
504312,101571,32424.09,JOD,2020-03-12,0.0,Annual,1.41,45717.97,0.0,45717.97,Medium
504313,101571,,USD,2020-04-08,0.0,Annual,1.0,,0.0,,Unknown
504314,101571,36084.76,USD,2025-02-28,0.0,Annual,1.0,36084.76,0.0,36084.76,Medium
504315,101572,35257.0,USD,2023-06-21,1242.86,Monthly,1.0,35257.0,1242.86,35257.0,Medium
504316,101573,48433.8,USD,2022-12-22,4326.87,Monthly,1.0,48433.8,4326.87,48433.8,Medium
504317,101573,52629.27,USD,2023-12-28,3140.85,Annual,1.0,52629.27,3140.85,52629.27,Medium
504318,101574,30588.08,USD,2025-10-11,0.0,Annual,1.0,30588.08,0.0,30588.08,Medium
504319,101575,107090.05,USD,2019-01-09,4732.87,Monthly,1.0,107090.05,4732.87,107090.05,High
504320,101575,116950.12,USD,2019-07-17,8898.1,Annual,1.0,116950.12,8898.1,116950.12,High
504321,101575,,USD,2019-09-05,16772.16,Annual,1.0,,16772.16,,Unknown
504322,101575,132755.39,USD,2021-02-04,22396.01,Annual,1.0,132755.39,22396.01,132755.39,Executive
504323,101575,136284.99,AED,2021-09-27,18131.23,Monthly,0.27,36796.95,4895.43,36796.95,Medium
504324,101576,78563.87,JOD,2022-12-06,13015.12,Annual,1.41,110775.06,18351.32,110775.06,High
504325,101577,60863.89,USD,2018-06-17,3791.23,Annual,1.0,60863.89,3791.23,60863.89,Medium
504326,101577,63903.5,USD,2019-08-15,2961.04,Annual,1.0,63903.5,2961.04,63903.5,Medium
504327,101577,66029.9,USD,2021-03-06,6940.78,Annual,1.0,66029.9,6940.78,66029.9,Medium
504328,101578,33437.52,USD,2023-02-16,4293.22,Annual,1.0,33437.52,4293.22,33437.52,Medium
504329,101578,34936.93,USD,2023-07-22,5606.93,Monthly,1.0,34936.93,5606.93,34936.93,Medium
504330,101579,60535.79,USD,2025-10-14,8694.78,Annual,1.0,60535.79,8694.78,60535.79,Medium
504331,101579,65427.18,USD,2025-11-15,9309.86,Annual,1.0,65427.18,9309.86,65427.18,Medium
504332,101580,15253.56,USD,2022-04-19,0.0,Monthly,1.0,15253.56,0.0,15253.56,Low
504333,101580,16294.0,USD,2023-11-26,0.0,Annual,1.0,16294.0,0.0,16294.0,Low
504334,101580,17248.45,USD,2024-02-02,0.0,Annual,1.0,17248.45,0.0,17248.45,Low
504335,101581,57849.5,AED,2015-03-10,4548.57,Annual,0.27,15619.37,1228.11,15619.37,Low
504336,101582,17280.81,JOD,2022-01-22,0.0,Annual,1.41,24365.94,0.0,24365.94,Low
504337,101583,12860.56,USD,2017-12-22,0.0,Annual,1.0,12860.56,0.0,12860.56,Low
504338,101583,13657.06,USD,2018-01-03,0.0,Annual,1.0,13657.06,0.0,13657.06,Low
504339,101583,14619.0,AED,2018-12-13,0.0,Annual,0.27,,0.0,,Unknown
504340,101583,15646.64,USD,2021-11-19,0.0,Annual,1.0,15646.64,0.0,15646.64,Low
504341,101583,16931.49,USD,2024-02-04,0.0,Annual,1.0,16931.49,0.0,16931.49,Low
504342,101584,39426.7,USD,2021-01-12,1719.34,Monthly,1.0,39426.7,1719.34,39426.7,Medium
504343,101584,204811.32,USD,2021-04-30,4291.74,Annual,1.0,204811.32,4291.74,204811.32,Executive
504344,101584,218500.92,USD,2023-05-03,,Annual,1.0,218500.92,,218500.92,Executive
504345,101584,232533.66,USD,2026-02-11,31097.64,Annual,1.0,232533.66,31097.64,232533.66,Executive
504346,101585,36821.84,USD,2018-12-19,3084.69,Annual,1.0,36821.84,3084.69,36821.84,Medium
504347,101585,39902.46,USD,2019-12-03,6640.83,Annual,1.0,39902.46,6640.83,39902.46,Medium
504348,101585,42995.44,USD,2022-05-24,5477.01,Annual,1.0,42995.44,5477.01,42995.44,Medium
504349,101585,44734.17,INR,2024-11-11,3656.79,Annual,0.012,,43.88,,Unknown
504350,101585,,USD,2026-03-13,8718.63,Annual,1.0,,8718.63,,Unknown
504351,101586,22529.46,USD,2020-10-18,0.0,Annual,1.0,22529.46,0.0,22529.46,Low
504352,101586,23419.93,USD,2021-11-04,0.0,Annual,1.0,23419.93,0.0,23419.93,Low
504353,101586,24815.89,USD,2023-12-26,0.0,Annual,1.0,24815.89,0.0,24815.89,Low
504354,101586,25841.09,USD,2025-04-13,0.0,Annual,1.0,25841.09,0.0,25841.09,Low
504355,101587,47147.21,USD,2025-10-01,5428.43,Annual,1.0,47147.21,5428.43,47147.21,Medium
504356,101587,50827.78,USD,2026-01-18,,Annual,1.0,50827.78,,50827.78,Medium
504357,101588,13859.94,AED,2021-05-07,0.0,Annual,0.27,,0.0,,Unknown
504358,101588,14236.92,USD,2022-09-16,0.0,Annual,1.0,14236.92,0.0,14236.92,Low
504359,101588,15104.54,INR,2024-08-07,-0.0,Monthly,0.012,,-0.0,,Unknown
504360,101588,16503.39,USD,2025-03-20,0.0,Monthly,1.0,16503.39,0.0,16503.39,Low
504361,101589,66821.77,USD,2018-08-23,2869.25,Annual,1.0,66821.77,2869.25,66821.77,Medium
504362,101589,73037.11,USD,2019-09-22,11936.89,Annual,1.0,73037.11,11936.89,73037.11,High
504363,101589,77603.11,USD,2022-01-05,10443.1,Annual,1.0,77603.11,10443.1,77603.11,High
504364,101589,83282.0,USD,2026-01-14,7542.58,Annual,1.0,83282.0,7542.58,83282.0,High
504365,101590,81102.74,USD,2022-10-19,2830.37,Annual,1.0,81102.74,2830.37,81102.74,High
504366,101590,88147.28,EGP,2023-11-21,8860.07,Annual,0.021,,186.06,,Unknown
504367,101590,91226.31,USD,2023-12-06,4212.95,Annual,1.0,91226.31,4212.95,91226.31,High
504368,101591,15662.23,USD,2025-06-08,-0.0,Annual,1.0,15662.23,-0.0,15662.23,Low
504369,101592,19458.19,USD,2021-02-21,0.0,Annual,1.0,19458.19,0.0,19458.19,Low
504370,101592,19963.78,USD,2022-04-21,0.0,Annual,1.0,19963.78,0.0,19963.78,Low
504371,101592,21735.73,USD,2022-12-17,0.0,Annual,1.0,21735.73,0.0,21735.73,Low
504372,101593,23129.69,USD,2017-10-27,3060.0,Annual,1.0,23129.69,3060.0,23129.69,Low
504373,101593,24000.0,USD,2022-02-01,2671.44,Annual,1.0,24000.0,2671.44,24000.0,Low
504374,101593,25313.13,USD,2022-12-07,2149.26,Monthly,1.0,25313.13,2149.26,25313.13,Low
504375,101593,27415.24,USD,2023-04-22,4709.39,Monthly,1.0,27415.24,4709.39,27415.24,Low
504376,101594,1402.03,USD,2018-10-20,0.0,Annual,1.0,,0.0,,Unknown
504377,101594,1464.85,USD,2020-03-14,0.0,Annual,1.0,,0.0,,Unknown
504378,101594,1529.58,INR,2021-07-21,0.0,Annual,0.012,,0.0,,Unknown
504379,101595,20055.11,USD,2023-01-01,2184.92,Annual,1.0,20055.11,2184.92,20055.11,Low
504380,101595,21638.49,USD,2023-05-30,1978.15,Annual,1.0,21638.49,1978.15,21638.49,Low
504381,101595,23128.0,USD,2023-12-31,4006.83,Annual,1.0,23128.0,4006.83,23128.0,Low
504382,101595,25119.62,USD,2024-11-28,3757.09,Annual,1.0,25119.62,3757.09,25119.62,Low
504383,101595,26067.02,USD,2025-04-09,3231.68,Annual,1.0,26067.02,3231.68,26067.02,Low
504384,101596,15434.67,USD,2017-06-17,0.0,Annual,1.0,15434.67,0.0,15434.67,Low
504385,101596,16166.95,USD,2023-12-11,0.0,Monthly,1.0,16166.95,0.0,16166.95,Low
504386,101597,50078.14,EGP,2022-12-12,1603.15,Annual,0.021,,33.67,,Unknown
504387,101598,58162.35,USD,2023-08-27,3207.22,Annual,1.0,58162.35,3207.22,58162.35,Medium
504388,101599,78208.74,USD,2019-11-30,5508.83,Annual,1.0,78208.74,5508.83,78208.74,High
504389,101599,82565.57,USD,2021-10-05,8732.92,Annual,1.0,82565.57,8732.92,82565.57,High
504390,101599,85529.6,USD,2022-03-17,9647.83,Annual,1.0,85529.6,9647.83,85529.6,High
504391,101599,93035.78,USD,2024-03-14,15804.45,Annual,1.0,93035.78,15804.45,93035.78,High
504392,101599,96795.91,USD,2026-02-19,8919.87,Annual,1.0,96795.91,8919.87,96795.91,High
504393,101600,38407.26,JOD,2018-02-25,1992.41,Annual,1.41,54154.24,2809.3,54154.24,Medium
504394,101600,41701.31,JOD,2020-11-29,2543.78,Annual,1.41,58798.85,3586.73,58798.85,Medium
504395,101600,44406.39,USD,2021-10-24,7863.61,Annual,1.0,44406.39,7863.61,44406.39,Medium
504396,101600,46882.27,USD,2026-03-25,1224.53,Annual,1.0,46882.27,1224.53,46882.27,Medium
504397,101601,57998.72,USD,2025-03-30,5554.1,Annual,1.0,57998.72,5554.1,57998.72,Medium
504398,101601,62533.13,USD,2026-01-10,2243.78,Annual,1.0,62533.13,2243.78,62533.13,Medium
504399,101601,68344.34,USD,2026-01-26,1636.66,Annual,1.0,68344.34,1636.66,68344.34,Medium
504400,101602,64458.8,USD,2026-01-17,2526.83,Annual,1.0,64458.8,2526.83,64458.8,Medium
504401,101602,67031.63,USD,2026-04-06,6406.27,Annual,1.0,67031.63,6406.27,67031.63,Medium
504402,101603,89752.86,USD,2026-02-14,7787.95,Annual,1.0,89752.86,7787.95,89752.86,High
504403,101603,95752.47,USD,2026-02-22,9866.23,Annual,1.0,95752.47,9866.23,95752.47,High
504404,101603,102263.09,USD,2026-03-26,13729.66,Annual,1.0,102263.09,13729.66,102263.09,High
504405,101604,17831.43,JOD,2021-11-30,0.0,Annual,1.41,25142.32,0.0,25142.32,Low
504406,101604,18881.06,USD,2021-07-12,0.0,Annual,1.0,18881.06,0.0,18881.06,Low
504407,101604,20243.22,USD,2023-08-24,0.0,Annual,1.0,20243.22,0.0,20243.22,Low
504408,101605,13494.29,USD,2019-08-01,0.0,Annual,1.0,13494.29,0.0,13494.29,Low
504409,101605,14434.17,USD,2024-03-22,0.0,Annual,1.0,14434.17,0.0,14434.17,Low
504410,101605,15043.15,USD,2024-07-27,0.0,Annual,1.0,15043.15,0.0,15043.15,Low
504411,101605,16136.24,USD,2025-02-19,0.0,Annual,1.0,16136.24,0.0,16136.24,Low
504412,101606,15814.57,USD,2020-05-25,0.0,Monthly,1.0,15814.57,0.0,15814.57,Low
504413,101606,16953.83,USD,2021-03-15,0.0,Annual,1.0,16953.83,0.0,16953.83,Low
504414,101606,18254.3,USD,2022-02-18,0.0,Annual,1.0,18254.3,0.0,18254.3,Low
504415,101606,91497.07,USD,2022-05-27,0.0,Annual,1.0,91497.07,0.0,91497.07,High
504416,101606,94901.0,EGP,2024-07-04,0.0,Annual,0.021,,0.0,,Unknown
504417,101607,52161.27,AED,2022-12-02,4114.02,Annual,0.27,14083.54,1110.79,14083.54,Low
504418,101608,65933.66,USD,2018-09-27,8061.99,Annual,1.0,65933.66,8061.99,65933.66,Medium
504419,101608,72041.39,USD,2018-10-17,10642.96,Annual,1.0,72041.39,10642.96,72041.39,High
504420,101609,85381.94,USD,2025-10-26,14320.28,Annual,1.0,85381.94,14320.28,85381.94,High
504421,101610,16247.85,USD,2022-01-30,0.0,Annual,1.0,16247.85,0.0,16247.85,Low
504422,101611,24287.75,USD,2025-09-11,0.0,Annual,1.0,24287.75,0.0,24287.75,Low
504423,101612,36582.32,USD,2025-12-14,4290.0,Annual,1.0,36582.32,4290.0,36582.32,Medium
504424,101613,56228.38,USD,2025-01-25,2363.18,Annual,1.0,56228.38,2363.18,56228.38,Medium
504425,101613,60379.31,USD,2025-02-01,4417.16,Annual,1.0,60379.31,4417.16,60379.31,Medium
504426,101613,,USD,2026-01-09,3966.3,Annual,1.0,,3966.3,,Unknown
504427,101614,46948.62,USD,2026-01-23,1754.78,Annual,1.0,46948.62,1754.78,46948.62,Medium
504428,101615,23357.47,INR,2020-03-11,,Annual,0.012,,,,Unknown
