survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score,overall_satisfaction_score,satisfaction_category
903224,101525,2024-09-29,3.0,3.0,4.0,5.0,3.0,4.0,3.67,Medium Satisfaction
903225,101526,2024-09-05,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
903226,101526,2024-09-28,3.0,3.0,3.0,4.0,4.0,2.0,3.17,Medium Satisfaction
903227,101527,2023-10-20,3.0,3.0,4.0,4.0,3.0,4.0,3.5,Medium Satisfaction
903228,101527,2025-01-03,2.0,2.0,2.0,1.0,3.0,2.0,2.0,Low Satisfaction
903229,101527,2025-03-24,3.0,3.0,3.0,2.0,2.0,,2.6,Medium Satisfaction
903230,101528,2023-08-31,3.0,4.0,3.0,3.0,4.0,2.0,3.17,Medium Satisfaction
903231,101529,2022-02-13,3.0,4.0,3.0,4.0,2.0,3.0,3.17,Medium Satisfaction
903232,101529,2022-10-23,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
903233,101529,2023-09-01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903234,101529,2025-07-25,4.0,4.0,5.0,4.0,4.0,5.0,4.33,High Satisfaction
903235,101531,2022-01-17,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
903236,101531,2023-05-15,2.0,2.0,3.0,3.0,3.0,3.0,2.67,Low Satisfaction
903237,101532,2026-02-18,3.0,1.0,2.0,2.0,2.0,2.0,2.0,Medium Satisfaction
903238,101532,2026-04-15,3.0,3.0,2.0,3.0,4.0,2.0,2.83,Medium Satisfaction
903239,101533,2025-03-13,4.0,,5.0,4.0,3.0,,4.0,High Satisfaction
903240,101533,2025-10-04,3.0,3.0,4.0,4.0,4.0,4.0,3.67,Medium Satisfaction
903241,101533,2025-05-18,4.0,4.0,3.0,4.0,3.0,4.0,3.67,High Satisfaction
903242,101534,2025-03-23,3.0,3.0,3.0,1.0,2.0,3.0,2.5,Medium Satisfaction
903243,101534,2025-12-21,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
903244,101535,2025-09-15,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
903245,101537,2025-02-26,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903246,101537,2025-05-09,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903247,101538,2024-05-14,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
903248,101538,2024-12-02,3.0,4.0,3.0,4.0,4.0,3.0,3.5,Medium Satisfaction
903249,101538,2025-01-27,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
903250,101538,2025-07-31,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903251,101539,2023-11-30,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
903252,101539,2024-10-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903253,101539,2024-12-23,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
903254,101540,2022-01-24,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903255,101540,2022-08-19,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
903256,101540,2023-05-15,3.0,4.0,,4.0,3.0,4.0,3.6,Medium Satisfaction
903257,101540,2025-03-22,2.0,2.0,2.0,3.0,3.0,2.0,2.33,Low Satisfaction
903258,101541,2024-12-06,5.0,,5.0,4.0,5.0,5.0,4.8,High Satisfaction
903259,101541,2025-02-23,3.0,4.0,3.0,3.0,4.0,3.0,3.33,Medium Satisfaction
903260,101541,2025-06-24,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
903261,101541,2026-01-25,3.0,3.0,4.0,4.0,4.0,,3.6,Medium Satisfaction
903262,101543,2022-08-21,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903263,101543,2022-08-21,3.0,3.0,2.0,2.0,3.0,3.0,2.67,Medium Satisfaction
903264,101543,2022-12-23,4.0,4.0,3.0,5.0,4.0,3.0,3.83,High Satisfaction
903265,101543,2025-02-14,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
903266,101544,2022-03-31,3.0,3.0,3.0,3.0,4.0,4.0,3.33,Medium Satisfaction
903267,101544,2022-06-17,4.0,3.0,5.0,3.0,5.0,4.0,4.0,High Satisfaction
903268,101544,2023-02-23,3.0,3.0,3.0,4.0,2.0,2.0,2.83,Medium Satisfaction
903269,101544,2023-04-06,5.0,5.0,4.0,5.0,4.0,5.0,4.67,High Satisfaction
903270,101545,2022-06-10,5.0,5.0,4.0,4.0,5.0,5.0,4.67,High Satisfaction
903271,101545,2022-09-09,,4.0,5.0,5.0,5.0,5.0,4.8,Unknown
903272,101545,2025-05-19,5.0,4.0,4.0,4.0,4.0,4.0,4.17,High Satisfaction
903273,101545,2025-10-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903274,101546,2022-12-18,3.0,2.0,3.0,3.0,3.0,3.0,2.83,Medium Satisfaction
903275,101546,2025-05-13,4.0,4.0,4.0,3.0,3.0,3.0,3.5,High Satisfaction
903276,101550,2022-01-18,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Medium Satisfaction
903277,101550,2022-09-25,4.0,4.0,4.0,3.0,4.0,5.0,4.0,High Satisfaction
903278,101550,2024-02-02,4.0,3.0,4.0,,3.0,3.0,3.4,High Satisfaction
903279,101550,2025-09-14,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903280,101551,2022-05-30,3.0,2.0,4.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903281,101551,2023-01-16,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903282,101551,2024-01-27,3.0,3.0,3.0,2.0,2.0,2.0,2.5,Medium Satisfaction
903283,101552,2024-11-04,4.0,4.0,3.0,3.0,4.0,3.0,3.5,High Satisfaction
903284,101553,2022-03-06,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
903285,101555,2022-05-28,2.0,3.0,3.0,3.0,3.0,2.0,2.67,Low Satisfaction
903286,101555,2024-01-27,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
903287,101556,2024-12-11,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
903288,101556,2025-06-29,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
903289,101556,2025-07-15,4.0,4.0,5.0,5.0,4.0,4.0,4.33,High Satisfaction
903290,101556,2025-09-03,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
903291,101557,2023-04-19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903292,101557,2024-04-12,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
903293,101558,2022-04-17,3.0,4.0,3.0,3.0,3.0,4.0,3.33,Medium Satisfaction
903294,101558,2026-03-08,3.0,3.0,4.0,3.0,3.0,2.0,3.0,Medium Satisfaction
903295,101559,2025-08-30,4.0,3.0,4.0,4.0,3.0,3.0,3.5,High Satisfaction
903296,101559,2025-09-02,3.0,4.0,4.0,4.0,4.0,2.0,3.5,Medium Satisfaction
903297,101559,2025-11-18,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
903298,101559,2025-12-02,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903299,101560,2025-07-18,5.0,5.0,4.0,4.0,4.0,5.0,4.5,High Satisfaction
903300,101560,2025-08-24,4.0,5.0,4.0,4.0,4.0,4.0,4.17,High Satisfaction
903301,101560,2025-10-20,4.0,,4.0,5.0,4.0,4.0,4.2,High Satisfaction
903302,101560,2025-12-07,4.0,,4.0,4.0,5.0,4.0,4.2,High Satisfaction
903303,101561,2022-09-06,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
903304,101561,2025-04-07,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
903305,101561,2026-03-14,3.0,,4.0,3.0,3.0,3.0,3.2,Medium Satisfaction
903306,101562,2023-07-09,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
903307,101562,2023-10-25,3.0,2.0,3.0,3.0,2.0,2.0,2.5,Medium Satisfaction
903308,101564,2025-03-08,2.0,1.0,1.0,2.0,1.0,3.0,1.67,Low Satisfaction
903309,101565,2023-01-18,4.0,,4.0,4.0,4.0,3.0,3.8,High Satisfaction
903310,101565,2024-09-25,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
903311,101565,2026-01-11,4.0,4.0,3.0,3.0,3.0,4.0,3.5,High Satisfaction
903312,101566,2022-08-07,4.0,4.0,4.0,3.0,4.0,3.0,3.67,High Satisfaction
903313,101566,2023-06-30,3.0,3.0,3.0,2.0,3.0,,2.8,Medium Satisfaction
903314,101567,2023-03-02,3.0,2.0,3.0,3.0,3.0,3.0,2.83,Medium Satisfaction
903315,101567,2023-06-29,3.0,2.0,4.0,3.0,3.0,,3.0,Medium Satisfaction
903316,101567,2025-07-30,3.0,3.0,3.0,2.0,2.0,3.0,2.67,Medium Satisfaction
903317,101567,2026-01-06,3.0,4.0,4.0,4.0,4.0,4.0,3.83,Medium Satisfaction
903318,101568,2025-05-26,3.0,2.0,4.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903319,101569,2024-09-28,3.0,3.0,4.0,4.0,3.0,,3.4,Medium Satisfaction
903320,101570,2025-08-20,5.0,5.0,5.0,5.0,4.0,5.0,4.83,High Satisfaction
903321,101570,2025-12-03,5.0,5.0,4.0,5.0,5.0,5.0,4.83,High Satisfaction
903322,101570,2026-01-22,5.0,5.0,5.0,5.0,4.0,5.0,4.83,High Satisfaction
903323,101572,2022-01-08,3.0,3.0,4.0,4.0,4.0,2.0,3.33,Medium Satisfaction
903324,101572,2022-05-08,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
903325,101572,2022-07-14,3.0,3.0,2.0,3.0,3.0,3.0,2.83,Medium Satisfaction
903326,101573,2023-04-17,4.0,3.0,4.0,5.0,5.0,5.0,4.33,High Satisfaction
903327,101573,2023-12-09,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
903328,101574,2024-11-19,5.0,5.0,5.0,3.0,5.0,5.0,4.67,High Satisfaction
903329,101574,2025-09-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903330,101575,2024-06-12,3.0,3.0,2.0,3.0,4.0,3.0,3.0,Medium Satisfaction
903331,101575,2025-06-18,3.0,2.0,3.0,3.0,3.0,2.0,2.67,Medium Satisfaction
903332,101575,2025-08-09,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
903333,101576,2023-08-22,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903334,101576,2025-12-29,3.0,3.0,4.0,3.0,3.0,3.0,3.17,Medium Satisfaction
903335,101577,2024-06-24,3.0,3.0,3.0,4.0,4.0,4.0,3.5,Medium Satisfaction
903336,101578,2024-02-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903337,101578,2026-04-03,5.0,5.0,5.0,4.0,5.0,5.0,4.83,High Satisfaction
903338,101579,2025-11-12,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
903339,101579,2026-01-15,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903340,101579,2026-01-17,4.0,,3.0,3.0,4.0,3.0,3.4,High Satisfaction
903341,101579,2026-03-25,4.0,4.0,5.0,4.0,4.0,4.0,4.17,High Satisfaction
903342,101580,2024-05-28,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
903343,101581,2022-08-29,2.0,2.0,3.0,2.0,2.0,2.0,2.17,Low Satisfaction
903344,101581,2024-05-29,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Low Satisfaction
903345,101581,2025-01-10,3.0,3.0,2.0,3.0,3.0,2.0,2.67,Medium Satisfaction
903346,101581,2026-02-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Low Satisfaction
903347,101582,2022-05-26,1.0,2.0,2.0,2.0,1.0,1.0,1.5,Low Satisfaction
903348,101583,2022-07-25,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
903349,101583,2025-12-14,4.0,3.0,3.0,4.0,4.0,4.0,3.67,High Satisfaction
903350,101584,2023-10-22,4.0,4.0,5.0,4.0,4.0,3.0,4.0,High Satisfaction
903351,101585,2022-02-06,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
903352,101585,2023-11-28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903353,101585,2024-01-12,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903354,101585,2024-07-15,4.0,4.0,4.0,4.0,3.0,,3.8,High Satisfaction
903355,101586,2023-02-24,4.0,4.0,4.0,,4.0,4.0,4.0,High Satisfaction
903356,101586,2024-04-21,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
903357,101587,2025-12-10,3.0,3.0,3.0,3.0,,1.0,2.6,Medium Satisfaction
903358,101587,2025-12-17,3.0,2.0,3.0,3.0,3.0,2.0,2.67,Medium Satisfaction
903359,101587,2026-01-11,3.0,3.0,3.0,2.0,3.0,,2.8,Medium Satisfaction
903360,101588,2022-03-20,4.0,4.0,,4.0,4.0,4.0,4.0,High Satisfaction
903361,101588,2024-07-05,4.0,3.0,3.0,3.0,4.0,4.0,3.5,High Satisfaction
903362,101588,2026-01-23,4.0,4.0,3.0,4.0,4.0,2.0,3.5,High Satisfaction
903363,101589,2024-11-15,2.0,2.0,2.0,3.0,1.0,2.0,2.0,Low Satisfaction
903364,101589,2025-04-26,2.0,2.0,3.0,3.0,2.0,1.0,2.17,Low Satisfaction
903365,101590,2022-12-18,4.0,4.0,5.0,4.0,4.0,3.0,4.0,High Satisfaction
903366,101590,2023-06-10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903367,101590,2023-10-07,3.0,3.0,3.0,4.0,3.0,3.0,3.17,Medium Satisfaction
903368,101591,2025-06-23,2.0,1.0,3.0,1.0,2.0,1.0,1.67,Low Satisfaction
903369,101591,2025-07-17,2.0,2.0,2.0,3.0,1.0,3.0,2.17,Low Satisfaction
903370,101591,2025-09-10,2.0,2.0,2.0,1.0,2.0,2.0,1.83,Low Satisfaction
903371,101591,2026-01-24,2.0,2.0,2.0,2.0,1.0,1.0,1.67,Low Satisfaction
903372,101592,2022-07-21,3.0,3.0,2.0,3.0,2.0,3.0,2.67,Medium Satisfaction
903373,101592,2022-08-06,2.0,2.0,2.0,2.0,3.0,3.0,2.33,Low Satisfaction
903374,101592,2022-11-11,2.0,2.0,2.0,1.0,3.0,2.0,2.0,Low Satisfaction
903375,101593,2022-05-11,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
903376,101593,2023-07-23,4.0,4.0,5.0,5.0,5.0,4.0,4.5,High Satisfaction
903377,101593,2024-08-09,5.0,4.0,5.0,,4.0,5.0,4.6,High Satisfaction
903378,101593,2025-09-27,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
903379,101594,2022-09-06,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903380,101594,2023-11-08,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Medium Satisfaction
903381,101596,2022-05-13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903382,101596,2022-10-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903383,101596,2022-12-18,4.0,4.0,3.0,4.0,4.0,3.0,3.67,High Satisfaction
903384,101596,2024-09-05,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903385,101597,2023-04-08,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
903386,101597,2024-08-07,4.0,4.0,4.0,4.0,5.0,4.0,4.17,High Satisfaction
903387,101597,2024-09-10,4.0,4.0,4.0,4.0,4.0,5.0,4.17,High Satisfaction
903388,101597,2025-09-02,3.0,3.0,,3.0,2.0,3.0,2.8,Medium Satisfaction
903389,101598,2024-02-16,5.0,5.0,5.0,5.0,4.0,4.0,4.67,High Satisfaction
903390,101598,2024-08-30,5.0,4.0,5.0,5.0,5.0,5.0,4.83,High Satisfaction
903391,101598,2025-08-08,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903392,101598,2026-02-18,5.0,,5.0,5.0,5.0,4.0,4.8,High Satisfaction
903393,101599,2023-10-18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903394,101600,2023-05-12,2.0,,1.0,1.0,3.0,2.0,1.8,Low Satisfaction
903395,101600,2023-08-17,2.0,3.0,3.0,2.0,2.0,2.0,2.33,Low Satisfaction
903396,101601,2025-05-23,3.0,2.0,3.0,3.0,3.0,2.0,2.67,Medium Satisfaction
903397,101601,2025-10-03,3.0,3.0,2.0,2.0,2.0,2.0,2.33,Medium Satisfaction
903398,101601,2025-10-03,3.0,4.0,3.0,3.0,3.0,3.0,3.17,Medium Satisfaction
903399,101602,2026-03-17,3.0,3.0,4.0,3.0,4.0,2.0,3.17,Medium Satisfaction
903400,101602,2026-04-03,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
903401,101602,2026-04-14,3.0,3.0,4.0,3.0,4.0,3.0,3.33,Medium Satisfaction
903402,101603,2025-03-21,3.0,3.0,3.0,3.0,2.0,3.0,2.83,Medium Satisfaction
903403,101603,2025-03-29,,3.0,3.0,4.0,3.0,3.0,3.2,Unknown
903404,101603,2025-11-28,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903405,101605,2024-09-03,3.0,3.0,3.0,4.0,2.0,2.0,2.83,Medium Satisfaction
903406,101605,2025-05-06,2.0,3.0,2.0,3.0,2.0,2.0,2.33,Low Satisfaction
903407,101605,2025-09-28,3.0,3.0,3.0,2.0,2.0,3.0,2.67,Medium Satisfaction
903408,101606,2022-02-01,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
903409,101606,2023-06-11,4.0,4.0,5.0,4.0,5.0,3.0,4.17,High Satisfaction
903410,101606,2025-03-21,4.0,4.0,5.0,5.0,4.0,4.0,4.33,High Satisfaction
903411,101606,2025-08-28,4.0,4.0,5.0,5.0,5.0,4.0,4.5,High Satisfaction
903412,101607,2023-12-14,4.0,,4.0,4.0,4.0,,4.0,High Satisfaction
903413,101607,2025-11-02,3.0,3.0,3.0,3.0,4.0,3.0,3.17,Medium Satisfaction
903414,101609,2025-07-27,4.0,4.0,4.0,4.0,4.0,3.0,3.83,High Satisfaction
903415,101609,2025-12-18,4.0,4.0,3.0,,3.0,3.0,3.4,High Satisfaction
903416,101610,2022-04-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Low Satisfaction
903417,101610,2022-07-15,1.0,1.0,2.0,2.0,1.0,1.0,1.33,Low Satisfaction
903418,101611,2022-12-01,4.0,4.0,3.0,3.0,4.0,3.0,3.5,High Satisfaction
903419,101611,2024-11-09,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903420,101611,2025-04-11,3.0,3.0,4.0,2.0,4.0,3.0,3.17,Medium Satisfaction
903421,101612,2025-12-31,4.0,4.0,4.0,,3.0,4.0,3.8,High Satisfaction
903422,101612,2026-02-21,4.0,4.0,4.0,5.0,4.0,4.0,4.17,High Satisfaction
903423,101612,2026-03-02,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903424,101612,2026-04-24,4.0,4.0,4.0,3.0,3.0,4.0,3.67,High Satisfaction
903425,101613,2024-09-20,4.0,3.0,,4.0,3.0,4.0,3.6,High Satisfaction
903426,101613,2025-02-20,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
903427,101613,2025-06-30,4.0,3.0,4.0,3.0,4.0,4.0,3.67,High Satisfaction
903428,101614,2026-04-28,2.0,2.0,2.0,1.0,3.0,1.0,1.83,Low Satisfaction
903429,101615,2023-07-31,3.0,3.0,3.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903430,101615,2023-12-13,3.0,4.0,4.0,3.0,4.0,3.0,3.5,Medium Satisfaction
903431,101615,2024-09-06,2.0,2.0,3.0,2.0,3.0,2.0,2.33,Low Satisfaction
903432,101615,2025-02-26,3.0,3.0,4.0,2.0,3.0,2.0,2.83,Medium Satisfaction
903433,101616,2022-03-08,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903434,101616,2023-12-08,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
903435,101617,2022-04-08,4.0,4.0,3.0,4.0,3.0,3.0,3.5,High Satisfaction
903436,101617,2022-08-23,4.0,4.0,4.0,5.0,5.0,4.0,4.33,High Satisfaction
903437,101617,2023-01-20,4.0,5.0,5.0,4.0,4.0,5.0,4.5,High Satisfaction
903438,101617,2023-03-02,4.0,3.0,3.0,3.0,3.0,4.0,3.33,High Satisfaction
903439,101618,2022-05-08,4.0,4.0,4.0,4.0,3.0,3.0,3.67,High Satisfaction
903440,101618,2023-03-13,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
903441,101618,2024-10-13,4.0,4.0,3.0,3.0,4.0,4.0,3.67,High Satisfaction
903442,101619,2025-04-04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903443,101619,2026-03-07,3.0,3.0,3.0,3.0,3.0,1.0,2.67,Medium Satisfaction
903444,101621,2022-02-14,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Medium Satisfaction
903445,101621,2023-01-06,4.0,4.0,3.0,4.0,4.0,4.0,3.83,High Satisfaction
903446,101624,2022-06-15,3.0,4.0,3.0,2.0,2.0,4.0,3.0,Medium Satisfaction
903447,101624,2023-08-25,3.0,3.0,3.0,3.0,3.0,4.0,3.17,Medium Satisfaction
903448,101624,2024-05-25,4.0,4.0,4.0,5.0,4.0,3.0,4.0,High Satisfaction
903449,101625,2026-03-01,2.0,2.0,3.0,2.0,2.0,1.0,2.0,Low Satisfaction
903450,101625,2026-04-19,3.0,3.0,3.0,2.0,3.0,1.0,2.5,Medium Satisfaction
903451,101626,2024-08-08,3.0,3.0,3.0,2.0,3.0,3.0,2.83,Medium Satisfaction
903452,101627,2026-03-03,3.0,3.0,3.0,,3.0,3.0,3.0,Medium Satisfaction
903453,101628,2022-07-06,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Low Satisfaction
903454,101628,2022-09-06,2.0,2.0,2.0,1.0,2.0,1.0,1.67,Low Satisfaction
903455,101628,2023-11-27,2.0,2.0,2.0,3.0,2.0,2.0,2.17,Low Satisfaction
903456,101628,2025-01-10,3.0,3.0,3.0,2.0,3.0,2.0,2.67,Medium Satisfaction
903457,101629,2025-05-10,2.0,3.0,2.0,1.0,1.0,2.0,1.83,Low Satisfaction
903458,101629,2025-05-28,2.0,2.0,2.0,1.0,2.0,1.0,1.67,Low Satisfaction
903459,101630,2024-02-14,4.0,4.0,4.0,4.0,4.0,2.0,3.67,High Satisfaction
903460,101630,2024-08-14,4.0,4.0,3.0,2.0,3.0,4.0,3.33,High Satisfaction
903461,101631,2023-08-24,4.0,4.0,4.0,4.0,3.0,4.0,3.83,High Satisfaction
903462,101631,2025-01-26,5.0,,5.0,4.0,4.0,4.0,4.4,High Satisfaction
903463,101632,2024-09-01,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Medium Satisfaction
903464,101632,2025-04-23,2.0,2.0,2.0,1.0,2.0,1.0,1.67,Low Satisfaction
903465,101632,2025-05-18,3.0,2.0,4.0,3.0,3.0,2.0,2.83,Medium Satisfaction
903466,101632,2025-07-19,3.0,2.0,3.0,2.0,3.0,2.0,2.5,Medium Satisfaction
903467,101633,2024-07-31,2.0,3.0,3.0,2.0,1.0,2.0,2.17,Low Satisfaction
903468,101633,2025-11-11,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Medium Satisfaction
903469,101634,2022-12-20,4.0,3.0,4.0,4.0,4.0,4.0,3.83,High Satisfaction
903470,101634,2023-07-21,4.0,5.0,5.0,5.0,5.0,4.0,4.67,High Satisfaction
903471,101634,2024-03-09,4.0,3.0,4.0,5.0,3.0,4.0,3.83,High Satisfaction
903472,101634,2024-07-20,4.0,3.0,5.0,3.0,3.0,4.0,3.67,High Satisfaction
903473,101635,2024-03-06,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903474,101635,2024-12-24,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903475,101635,2025-02-22,4.0,5.0,4.0,4.0,5.0,4.0,4.33,High Satisfaction
903476,101637,2023-12-05,4.0,3.0,3.0,3.0,4.0,4.0,3.5,High Satisfaction
903477,101637,2024-01-01,4.0,4.0,4.0,5.0,5.0,4.0,4.33,High Satisfaction
903478,101637,2024-07-23,4.0,3.0,4.0,4.0,4.0,5.0,4.0,High Satisfaction
903479,101638,2026-01-11,2.0,3.0,3.0,3.0,3.0,2.0,2.67,Low Satisfaction
903480,101639,2024-05-25,4.0,3.0,4.0,5.0,3.0,4.0,3.83,High Satisfaction
903481,101640,2023-10-23,4.0,4.0,4.0,5.0,3.0,4.0,4.0,High Satisfaction
903482,101641,2024-01-13,4.0,3.0,5.0,3.0,3.0,3.0,3.5,High Satisfaction
903483,101641,2024-11-28,4.0,3.0,4.0,4.0,4.0,3.0,3.67,High Satisfaction
903484,101642,2023-04-19,4.0,4.0,4.0,3.0,4.0,4.0,3.83,High Satisfaction
903485,101643,2022-03-02,3.0,,3.0,4.0,4.0,2.0,3.2,Medium Satisfaction
903486,101643,2024-01-06,3.0,2.0,2.0,3.0,3.0,1.0,2.33,Medium Satisfaction
903487,101643,2024-06-26,4.0,5.0,5.0,4.0,4.0,5.0,4.5,High Satisfaction
903488,101644,2025-02-13,5.0,5.0,5.0,4.0,5.0,4.0,4.67,High Satisfaction
903489,101644,2025-05-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,High Satisfaction
903490,101644,2025-06-03,4.0,4.0,4.0,4.0,4.0,4.0,4.0,High Satisfaction
903491,101645,2023-09-17,5.0,5.0,5.0,5.0,4.0,5.0,4.83,High Satisfaction
903492,101645,2024-04-25,4.0,4.0,3.0,5.0,4.0,4.0,4.0,High Satisfaction
903493,101645,2024-05-14,4.0,3.0,4.0,4.0,3.0,4.0,3.67,High Satisfaction
903494,101645,2024-09-17,4.0,4.0,5.0,5.0,3.0,4.0,4.17,High Satisfaction
903495,101646,2025-09-23,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
903496,101647,2023-11-16,4.0,3.0,3.0,5.0,3.0,4.0,3.67,High Satisfaction
903497,101647,2025-01-19,4.0,4.0,3.0,5.0,3.0,3.0,3.67,High Satisfaction
903498,101647,2025-03-08,5.0,5.0,5.0,5.0,5.0,4.0,4.83,High Satisfaction
903499,101647,2025-05-27,4.0,4.0,4.0,5.0,4.0,5.0,4.33,High Satisfaction
903500,101648,2022-08-26,4.0,4.0,3.0,,4.0,3.0,3.6,High Satisfaction
903501,101648,2025-09-18,4.0,3.0,4.0,3.0,4.0,3.0,3.5,High Satisfaction
903502,101648,2026-04-25,3.0,4.0,3.0,4.0,3.0,3.0,3.33,Medium Satisfaction
903503,101649,2023-06-01,2.0,2.0,1.0,3.0,2.0,2.0,2.0,Low Satisfaction
903504,101650,2023-08-27,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low Satisfaction
