survey_id,employee_id,survey_date,satisfaction_score,engagement_score,work_life_balance_score,manager_relationship_score,career_growth_score,compensation_satisfaction_score
901662,100783,2024-12-22,4,4,4,3,4,3
901663,100784,2022-09-16,4,4,3,3,3,3
901664,100784,11/01/2025,5,5,4,4,4,
901665,100785,2023/07/24,4,5,4,4,4,3
901666,100785,2025-07-22,4,4,5,5,4,4
901667,100786,2024-08-28,3,3,3,2,3,3
901668,100787,2025-10-03,4,4,4,4,4,4
901669,100788,2022-06-20,6,5,3,3,3,4
901670,100788,2023-12-01,3,4,4,4,3,3
901671,100788,2024-04-14,4,3,4,4,,3
901672,100788,"Jan 01, 2025",3,,3,3,3,2
901673,100790,"May 23, 2023",3,3,3,4,3,3
901674,100790,2023-09-06,2,2,2,2,3,2
901675,100790,2025-12-10,3,3,3,3,2,3
901676,100792,2023-09-21,3,2,2,2,3,3
901677,100794,2025-04-04,4,4,4,5,3,4
901678,100795,07/11/2024,3,3,3,3,3,3
901679,100795,30-03-2025,3,4,3,3,3,3
901680,100795,2025-06-09,3,3,3,3,3,4
901681,100795,2025-10-31,3,3,3,2,3,3
901682,100796,2022-06-27,3,3,4,3,3,3
901683,100796,2022-08-22,4,4,3,4,3,3
901684,100796,2025-05-13,4,4,3,3,4,3
901685,100796,2026-01-05,3,3,3,3,3,1
901686,100797,03/11/2022,4,4,4,3,4,3
901687,100797,2024/01/30,4,4,5,,5,4
901688,100797,2025-05-21,2,2,1,3,3,3
901689,100800,23-09-2025,3,4,4,3,3,3
901690,100801,2022-02-14,4,4,4,4,3,3
901691,100801,2022-07-29,4,4,4,3,4,3
901692,100801,10-04-2024,4,3,4,3,4,
901693,100801,03-09-2025,3,3,4,,3,3
901694,100802,"May 28, 2024",4,4,4,5,4,4
901695,100802,31-07-2024,3,3,3,3,4,2
901696,100802,21-06-2025,,,4,4,4,4
901697,100803,2024-09-11,4,3,4,4,3,3
901698,100803,2024-12-08,3,3,3,2,3,3
901699,100803,2025-10-26,3,3,4,2,3,2
901700,100803,2025-12-03,3,3,4,4,4,3
901701,100804,2026-02-15,4,3,3,4,2,3
901702,100804,03/24/2026,4,4,3,4,4,4
901703,100804,2026-04-30,3,3,4,4,4,4
901704,100805,2023-12-05,3,3,3,2,2,3
901705,100805,2024-08-13,3,3,4,3,4,2
901706,100805,2024-12-10,3,3,3,3,3,3
901707,100805,2026/04/03,3,3,3,3,3,3
901708,100806,09-11-2022,4,5,3,4,4,4
901709,100807,2025-03-18,4,4,3,4,3,3
901710,100808,2025-08-06,3,3,,3,3,
901711,100808,10/06/2025,3,3,2,4,3,4
901712,100808,2026-04-22,3,3,4,2,3,4
901713,100809,2022-11-27,4,5,4,3,4,4
901714,100809,2023-07-26,3,3,4,5,3,4
901715,100809,2023/11/13,3,3,3,3,2,3
901716,100810,2026-01-12,3,3,2,2,2,3
901717,100811,05/21/2022,3,3,3,3,3,3
901718,100811,2022-08-21,3,2,2,3,,2
901719,100811,2022-12-10,3,3,3,3,3,2
901720,100811,2024-01-11,3,3,4,4,,
901721,100813,2024-08-24,3,2,3,3,2,2
901722,100813,2024-11-14,2,2,3,2,3,2
901723,100813,2026-03-28,3,3,3,2,2,3
901724,100814,2022-08-25,4,4,5,5,3,3
901725,100815,2023-07-05,3,3,2,3,3,3
901726,100815,"Mar 27, 2024",5,4,4,5,5,5
901727,100815,2025-05-18,5,5,,5,5,4
901728,100816,2024-04-29,4,3,4,4,3,3
901729,100816,2026-01-16,4,4,3,4,3,3
901730,100817,"Apr 14, 2023",3,4,4,3,3,4
901731,100817,"Apr 27, 2023",3,2,4,4,3,2
901732,100817,"Oct 07, 2024",4,4,4,3,4,3
901733,100817,2025-10-20,3,3,3,2,3,3
901734,100818,2022-04-14,3,4,3,,3,2
901735,100818,"Dec 13, 2023",3,3,3,3,3,2
901736,100818,2024-08-07,3,4,3,3,,3
901737,100818,2025-09-03,3,3,3,2,,3
901738,100819,2024-11-04,3,4,3,4,2,2
901739,100820,2024-04-26,3,3,3,3,4,2
901740,100820,2025-01-28,3,3,2,2,3,2
901741,100820,2025-02-10,3,2,3,3,2,2
901742,100822,"Dec 18, 2025",2,1,2,2,2,2
901743,100823,2025-13-40,3,4,2,4,4,3
901744,100823,2022-10-08,3,3,3,4,3,2
901745,100823,"Apr 21, 2025",3,3,3,3,3,2
901746,100823,2025-08-22,3,3,3,3,3,2
901747,100824,2024-04-23,3,3,3,,3,3
901748,100826,2022-01-15,3,3,,4,3,3
901749,100826,2022-06-15,4,4,4,4,4,3
901750,100826,"Dec 03, 2022",3,3,4,3,3,3
901751,100827,2023-07-12,3,4,3,3,4,2
901752,100827,2023-07-14,4,4,4,4,4,4
901753,100827,2025-01-26,3,3,2,,2,1
901754,100827,2025-11-17,2,3,2,3,2,2
901755,100828,2022-01-01,3,3,3,2,2,3
901756,100828,2022/01/01,2,2,1,2,2,2
901757,100828,02-01-2022,3,3,3,4,3,2
901758,100830,03/20/2025,5,4,5,5,5,4
901759,100830,2026-02-28,4,4,5,4,4,4
901760,100832,10-03-2023,3,3,3,3,3,2
901761,100832,"Jun 08, 2024",3,2,2,3,3,3
901762,100832,2026-02-19,3,2,3,2,,2
901763,100833,2024-10-11,5,5,5,4,4,5
901764,100833,25-04-2026,4,4,5,4,5,4
901765,100834,2024-07-23,3,3,2,2,2,2
901766,100834,01/12/2025,2,2,3,3,3,1
901767,100835,2024-09-18,3,4,3,3,3,2
901768,100835,2025-03-29,3,4,3,3,3,3
901769,100835,2025-05-22,3,2,,3,3,3
901770,100836,2025-10-21,2,2,2,2,3,1
901771,100838,2026-01-21,4,4,3,3,4,3
901772,100838,2026-01-26,4,4,4,3,4,4
901773,100838,02-02-2026,3,3,3,4,3,3
901774,100839,2025-11-01,4,4,3,3,3,3
901775,100840,2026-02-24,3,2,3,3,2,3
901776,100840,"Mar 08, 2026",3,3,4,4,3,3
901777,100840,04/15/2026,4,4,3,3,4,3
901778,100840,2026-04-26,4,4,3,,3,3
901779,100842,2022-02-27,3,3,3,4,4,3
901780,100842,2025-10-29,3,3,3,3,4,2
901781,100842,"Dec 22, 2025",3,3,3,3,2,2
901782,100843,10/03/2025,3,,3,4,3,3
901783,100843,2026-03-31,3,3,2,3,3,2
901784,100845,2022-07-16,5,5,4,4,4,4
901785,100845,09-05-2023,4,3,3,5,4,3
901786,100845,2023-12-31,4,4,4,4,4,5
901787,100845,2026-01-19,5,5,5,5,5,4
901788,100847,04/01/2024,4,4,5,5,4,4
901789,100847,2024-10-01,4,3,3,3,3,4
901790,100847,2025-10-19,3,3,3,4,3,3
901791,100847,21-11-2025,4,4,4,3,4,3
901792,100848,2023-12-19,5,5,4,5,5,4
901793,100849,25-11-2023,4,,4,3,4,3
901794,100850,2024-09-13,2,2,2,2,2,3
901795,100850,"Jun 17, 2025",2,3,3,2,3,2
901796,100850,2025-10-15,2,3,3,3,2,2
901797,100850,03-01-2026,4,3,4,4,3,3
901798,100851,2024-07-01,4,4,3,3,4,4
901799,100851,2025-03-03,4,4,4,4,5,3
901800,100851,"Jun 28, 2025",4,4,4,4,3,4
901801,100851,2025-12-26,4,4,5,5,,3
901802,100852,2022-03-22,2,2,2,4,1,2
901803,100852,2024-12-14,2,3,2,2,2,2
901804,100853,2024-03-15,3,2,3,3,2,2
901805,100853,19-04-2024,2,3,3,2,3,1
901806,100853,"Apr 21, 2024",3,2,,3,3,3
901807,100853,03-03-2025,3,3,3,2,3,3
901808,100854,2023-06-27,3,3,3,2,3,3
901809,100854,2025-01-21,4,3,4,3,4,3
901810,100855,2022-07-27,5,4,5,4,,5
901811,100855,2022-10-26,4,4,4,5,5,5
901812,100855,2023-09-10,5,5,4,4,5,5
901813,100855,2025-07-11,5,5,4,4,5,4
901814,100856,2022-06-28,3,3,3,4,3,3
901815,100856,2022-11-16,4,3,5,5,4,4
901816,100856,2025-12-10,4,4,4,3,4,3
901817,100857,2022-01-23,3,3,3,4,3,3
901818,100857,2024-05-19,2,2,1,3,2,2
901819,100857,2025-06-28,3,3,2,3,4,
901820,100857,2025-10-20,4,3,3,4,3,3
901821,100859,2025-12-31,3,3,3,3,3,2
901822,100860,2023-10-12,3,3,3,,4,3
901823,100860,2024/04/27,2,3,3,2,1,2
901824,100860,2024-08-30,2,2,3,2,1,2
901825,100860,2025-08-29,2,3,2,2,3,1
901826,100861,2023/07/19,3,3,4,4,3,2
901827,100861,2025-04-25,4,3,4,3,3,2
901828,100862,2024-11-24,4,,4,3,4,2
901829,100862,2026-02-03,3,2,3,4,4,3
901830,100863,11-01-2023,4,4,5,4,4,4
901831,100863,"Nov 11, 2023",4,4,3,3,4,3
901832,100864,2026-02-18,2,1,2,2,2,1
901833,100864,2026-04-27,3,3,2,3,3,3
901834,100865,25-03-2022,4,4,4,4,3,4
901835,100866,2022-05-05,4,3,4,3,4,3
901836,100866,2023-06-22,3,4,2,3,3,2
901837,100866,17-09-2023,3,5,4,2,3,3
901838,100867,03/24/2025,2,2,2,1,3,3
901839,100868,07/03/2023,4,5,4,4,4,4
901840,100868,2023-11-14,5,5,5,5,4,5
901841,100868,2024-03-27,4,4,,5,5,4
901842,100869,2022-03-30,4,5,,3,4,3
901843,100869,03-08-2024,3,3,2,3,3,3
901844,100869,2025-06-17,4,3,4,4,3,3
901845,100870,2022-05-17,2,2,2,2,2,2
901846,100870,2022-10-18,3,3,4,3,2,3
901847,100871,"May 27, 2024",3,3,4,4,4,3
901848,100871,2024-06-09,4,4,4,5,4,4
901849,100871,07/23/2025,4,4,4,4,4,2
901850,100871,"Aug 16, 2025",3,3,3,2,3,3
901851,100872,"Feb 25, 2023",3,3,3,3,2,2
901852,100873,2022/02/03,3,3,3,2,2,4
901853,100873,2022-07-19,3,3,3,3,3,2
901854,100874,2024-11-13,2,3,2,2,2,3
901855,100874,2024-12-29,3,2,,3,2,3
901856,100874,01/19/2025,4,4,5,4,4,3
901857,100874,"Dec 10, 2025",2,3,3,3,3,2
901858,100875,2022-07-12,4,4,4,3,3,4
901859,100875,2022-07-26,4,5,5,5,4,
901860,100875,2024-02-19,4,4,4,3,3,4
901861,100875,11/02/2024,4,4,4,4,3,3
901862,100876,"Jul 22, 2023",2,2,3,2,2,2
901863,100876,2026-03-21,2,3,2,2,2,2
901864,100877,"Mar 31, 2022",4,4,4,5,4,3
901865,100877,13-02-2024,4,5,4,5,4,
901866,100877,2024-12-19,4,4,4,5,5,
901867,100878,04/14/2022,4,4,3,3,4,4
901868,100878,08/18/2024,4,3,4,4,3,4
901869,100879,2025-02-27,3,2,3,3,3,3
901870,100879,2025-07-14,3,3,3,2,3,3
901871,100879,2025-08-30,3,3,3,2,3,2
901872,100880,2022-02-06,4,4,4,4,3,4
901873,100880,2023-09-17,4,3,3,4,4,3
901874,100880,2026-02-13,4,4,5,4,4,4
901875,100881,28-09-2025,3,3,3,4,2,3
901876,100881,2026-01-23,4,5,3,4,,4
901877,100882,"Feb 04, 2024",4,4,3,3,3,4
901878,100882,2024-04-18,3,3,3,3,4,2
901879,100882,2025-11-13,3,3,3,3,3,2
901880,100882,10-03-2026,6,3,,2,3,3
901881,100883,2022-03-27,3,4,3,2,2,2
901882,100883,2022-12-23,3,3,3,3,4,3
901883,100883,2024-09-01,4,3,4,5,3,3
901884,100883,2025-04-29,4,4,4,3,4,4
901885,100884,01/22/2023,2,2,2,2,2,1
901886,100884,2023-02-11,2,2,2,2,2,2
901887,100884,2023-08-14,2,3,3,2,2,2
901888,100884,2023-10-09,1,1,1,2,1,1
901889,100886,2023-07-22,4,4,3,4,4,4
901890,100886,2024-01-19,4,4,4,5,4,4
901891,100886,2024-06-05,3,3,4,4,4,3
901892,100887,2025-01-30,2,3,3,3,2,3
901893,100887,2025-06-08,3,3,3,4,3,4
901894,100887,2025-12-29,2,2,2,2,1,2
901895,100887,2026/02/07,3,4,3,3,3,3
901896,100888,27-05-2024,3,3,2,3,2,2
901897,100888,14-11-2024,3,3,3,4,3,3
901898,100888,2025-03-21,2,3,2,1,2,1
901899,100888,2025-07-16,2,3,2,2,2,3
901900,100889,2026-04-18,3,3,3,3,3,2
901901,100890,19-01-2022,2,3,2,2,2,1
901902,100890,2023-10-03,2,2,2,2,3,1
901903,100890,04-04-2024,1,1,2,1,2,2
901904,100891,2023-04-24,3,4,4,4,4,3
901905,100892,2022-06-19,3,3,4,3,3,2
901906,100894,2022-03-04,3,3,4,2,4,2
901907,100894,2024-01-01,4,4,5,5,4,4
901908,100894,2025-11-17,4,5,5,5,4,4
901909,100895,2022-10-26,3,4,3,3,4,3
901910,100895,2023-01-10,3,3,3,4,3,
901911,100897,2026-02-25,4,4,4,4,4,3
901912,100898,2022-11-02,2,2,2,3,2,2
901913,100898,2024-03-20,2,1,1,1,2,1
901914,100898,2025-06-24,3,2,4,2,3,2
901915,100899,"Mar 06, 2023",5,5,4,4,5,4
901916,100899,2023-05-19,5,4,5,4,4,4
901917,100899,2024-05-16,5,5,5,5,5,4
901918,100900,2024-01-18,4,5,5,5,4,4
901919,100902,2025-05-11,4,4,3,4,3,3
901920,100903,2022/11/10,2,2,2,4,3,1
901921,100903,2024-04-03,3,2,3,2,3,2
901922,100903,2025-03-16,3,3,3,3,4,3
901923,100903,2025-12-18,3,3,3,3,4,3
901924,100905,2026-01-20,4,4,3,4,4,4
901925,100905,2026-03-01,3,3,3,3,2,2
901926,100906,05/30/2024,2,1,,3,2,2
901927,100906,2025-08-27,3,4,4,3,,4
901928,100910,2025-10-09,4,4,4,4,5,3
901929,100910,2026-04-22,5,4,4,5,4,4
901930,100911,2025-03-26,4,4,5,4,4,4
901931,100911,2025-04-18,4,4,4,5,3,4
901932,100911,10/24/2025,4,4,4,5,4,4
901933,100911,02/22/2026,4,4,4,4,5,5
901934,100913,2022-06-17,4,3,3,4,4,4
901935,100913,09/18/2022,3,3,3,3,3,4
901936,100914,2023-09-21,3,4,4,4,,3
901937,100914,2026-05-01,4,3,3,3,,3
901938,100915,29-06-2025,4,4,4,5,4,4
901939,100915,2025-07-14,4,4,3,4,3,4
901940,100916,"Sep 24, 2022",3,3,2,2,3,3
901941,100916,2024-02-26,3,3,3,2,3,2
901942,100916,2024-04-22,3,2,2,3,3,3
901943,100916,2025-03-04,3,2,3,3,2,3
901944,100917,08/08/2024,4,4,4,3,3,4
901945,100917,2025-07-29,4,4,4,4,4,5
901946,100917,2025-09-04,3,4,3,4,3,2
901947,100917,2025-10-21,4,4,4,4,5,4
901948,100920,2024-06-10,3,3,4,3,3,3
901949,100920,08-04-2025,4,,4,3,4,3
901950,100920,2025-12-25,3,4,3,3,3,3
901951,100921,2023-05-25,4,4,4,3,4,3
901952,100921,16-02-2025,3,3,4,3,,2
901953,100921,2025-05-15,3,4,3,3,2,3
901954,100921,2025-05-31,3,3,3,4,3,3
901955,100922,07-03-2023,4,4,3,4,2,5
901956,100922,2026-03-30,3,3,3,2,2,3
901957,100924,2024-08-04,4,4,4,3,3,3
901958,100924,2025-01-29,3,4,3,2,2,4
901959,100926,2024/10/09,4,4,5,4,5,4
901960,100927,2023-04-12,3,4,4,3,3,4
901961,100927,2023-08-29,2,,2,1,2,2
901962,100928,2022-04-18,3,2,3,3,3,4
901963,100928,2023-10-25,3,3,3,3,3,3
901964,100928,2025-01-23,3,3,3,3,3,2
901965,100928,2025-12-05,3,2,2,1,3,3
901966,100930,2024-06-09,3,3,3,3,3,2
901967,100930,2025-11-11,3,3,2,3,3,2
901968,100931,2026-02-03,3,3,3,3,3,3
901969,100932,2023-03-01,4,4,4,3,5,4
901970,100932,07/01/2023,4,4,4,4,3,5
901971,100932,2024-07-19,4,4,,5,4,4
901972,100932,2024-09-29,3,3,3,4,3,2
901973,100933,03/21/2023,3,3,2,3,3,3
901974,100933,2023-06-17,3,,3,3,2,3
901975,100933,2023-06-21,3,3,4,3,3,2
901976,100934,2026/02/12,4,3,5,4,5,4
901977,100937,2023-03-03,3,3,3,4,3,3
901978,100937,2025-10-16,3,3,3,3,3,2
901979,100938,2022-08-24,3,3,2,3,4,3
901980,100938,07/09/2024,3,3,3,3,4,3
901981,100938,27-06-2025,4,3,3,4,,3
901982,100941,2022/12/28,4,4,4,4,4,5
901983,100941,11-10-2025,4,4,,4,4,3
901984,100942,2023-07-01,4,4,4,4,3,4
901985,100942,01/27/2025,4,5,4,4,3,5
901986,100942,2026-01-14,4,4,3,3,4,4
901987,100943,2025-12-03,2,2,3,3,2,2
901988,100943,2026-02-28,2,2,3,3,2,2
901989,100943,2026-04-11,6,2,3,1,3,2
901990,100944,2025-05-19,3,3,3,2,3,4
901991,100945,2022-01-18,3,3,3,4,4,2
901992,100945,2022-12-06,3,3,4,5,3,4
901993,100945,2023-11-02,3,3,3,3,3,2
901994,100946,2025-06-08,3,2,3,2,3,2
901995,100946,2025-08-28,3,4,3,4,3,4
901996,100946,2025/10/07,2,2,2,3,2,2
901997,100946,2026-03-08,2,3,3,2,2,3
901998,100947,2024-03-13,2,2,2,2,2,2
901999,100947,2025-01-05,3,2,2,3,2,2
902000,100948,2026-01-27,5,5,5,5,4,4
902001,100948,2026-03-19,5,4,4,5,4,3
902002,100949,01/12/2022,3,3,3,3,3,4
902003,100949,2022-08-12,3,3,3,3,3,4
902004,100949,2023-02-19,2,2,3,3,2,2
902005,100950,2023-04-03,3,2,3,3,4,3
902006,100950,2023-05-24,3,3,3,4,3,4
902007,100950,"Feb 09, 2024",3,3,3,3,2,3
902008,100950,2024-04-17,4,4,4,3,3,
902009,100951,2023-10-16,4,5,5,4,4,4
902010,100952,2024-02-02,4,4,4,5,,4
902011,100952,2025-03-04,4,4,4,5,4,4
902012,100952,2025-08-20,4,4,4,,4,4
902013,100954,2025-04-06,3,3,3,3,2,2
902014,100954,24-04-2025,3,3,3,2,3,2
902015,100954,2025-07-20,2,2,2,2,,2
902016,100955,2022-04-25,4,3,4,3,4,4
902017,100955,2023-11-26,3,4,2,4,4,3
902018,100955,2025-07-21,4,4,4,4,3,4
902019,100956,04/23/2022,3,1,3,2,2,3
902020,100956,2024-03-31,4,4,4,4,,4
902021,100956,03-02-2025,4,3,3,3,3,3
902022,100956,2025-11-10,4,4,4,4,3,3
902023,100957,2023-04-02,4,5,5,5,4,3
902024,100957,2025/02/14,4,4,4,3,5,4
902025,100958,2022-12-22,4,4,4,4,4,4
902026,100959,2022-07-11,4,3,5,4,3,4
902027,100959,11/25/2023,4,5,5,5,5,4
902028,100959,2025-01-12,3,4,3,3,3,2
902029,100959,2025-02-21,4,3,4,5,4,5
902030,100960,01/12/2023,4,5,4,5,4,3
902031,100961,2023-10-10,3,3,2,4,3,3
902032,100963,2024-07-16,4,4,5,4,4,5
902033,100964,2022-02-13,3,3,3,4,3,2
902034,100964,2024-04-04,3,3,2,3,2,2
902035,100964,2024-10-15,2,2,2,2,3,2
902036,100964,2026-04-09,3,3,3,3,3,3
902037,100965,2025-10-13,3,3,3,4,3,3
902038,100966,2022-10-09,4,4,,4,3,3
902039,100966,2023-08-19,4,4,4,4,4,4
902040,100966,2025-06-08,5,5,5,4,5,5
902041,100966,2025-11-15,5,4,4,5,4,4
902042,100967,2026-02-17,4,5,4,4,4,5
902043,100967,2026/03/05,4,5,4,4,5,4
902044,100967,2026-03-06,4,5,4,5,4,5
902045,100967,2026-03-18,4,5,5,5,3,4
902046,100968,2023-10-11,3,4,3,3,3,3
902047,100968,2024-01-26,4,3,3,4,,3
902048,100968,2024-02-29,4,4,4,4,4,3
902049,100968,21-02-2025,3,3,4,3,4,3
902050,100969,2024-11-23,5,5,4,4,5,5
902051,100969,2025-08-15,5,5,5,4,5,5
902052,100970,10-07-2025,3,4,3,3,3,4
902053,100971,2024-07-18,4,4,3,4,3,2
902054,100971,2025-08-08,3,3,3,4,4,2
902055,100971,2026-04-21,4,4,3,4,4,4
902056,100973,2024-08-30,4,4,4,5,4,4
902057,100973,2025-05-06,4,3,3,4,3,3
902058,100973,2025-11-25,4,4,4,5,4,5
902059,100974,12-03-2022,4,4,3,4,4,4
902060,100974,2023-12-03,3,3,3,2,3,3
902061,100974,2026-01-19,0,5,4,3,4,4
902062,100975,11/27/2022,4,4,5,4,3,3
902063,100975,2024/05/24,4,5,3,4,5,4
902064,100975,2025-02-08,4,4,4,5,4,4
902065,100975,2025-12-30,4,4,4,5,4,5
902066,100976,2022-12-12,3,4,3,2,3,3
902067,100976,2025-08-25,3,2,3,2,2,3
902068,100976,2026-03-01,4,4,3,4,3,5
902069,100977,2023-08-01,3,3,4,4,2,3
902070,100977,2025-01-15,3,2,3,3,4,3
902071,100978,2022-11-19,3,3,4,4,4,4
902072,100978,2023-06-13,3,4,3,3,2,3
902073,100979,2025-03-06,3,3,3,3,4,3
902074,100979,2025-03-13,2,2,2,2,2,2
902075,100979,"Mar 24, 2025",3,2,2,3,2,3
902076,100979,2025-08-13,2,2,3,2,2,2
902077,100980,2022-01-23,3,2,3,3,4,3
902078,100980,07/22/2022,2,2,3,2,2,2
902079,100980,05/13/2023,2,2,2,1,1,1
902080,100980,2023-08-12,2,2,1,2,1,2
902081,100982,2023-03-10,3,4,3,4,2,3
902082,100982,2023-04-24,4,4,4,3,3,4
902083,100983,01/21/2022,2,2,3,2,2,1
902084,100983,2023-04-14,2,2,2,2,2,1
902085,100983,2025/04/13,1,2,2,1,1,2
902086,100983,08/31/2025,3,2,3,3,,3
902087,100984,2022-03-18,3,3,3,3,3,2
902088,100984,2025-03-17,4,4,5,5,4,4
902089,100984,2025-09-11,3,2,3,2,3,2
902090,100985,2022-01-09,4,4,4,5,4,4
902091,100985,2022-07-13,3,3,3,3,2,4
902092,100985,"Aug 30, 2022",3,4,4,3,4,3
902093,100985,2023-06-04,3,3,3,3,2,3
902094,100986,2025/08/16,2,2,1,1,2,1
902095,100986,2026-01-02,2,1,1,1,2,1
902096,100986,2026-04-01,3,2,3,3,3,3
902097,100987,2026-03-18,5,5,5,5,5,5
902098,100988,2023-03-14,3,4,4,4,4,3
902099,100988,2023-07-22,3,3,2,3,3,2
902100,100988,2024-09-15,3,2,3,2,2,2
902101,100989,2022-09-16,3,3,2,2,3,2
902102,100989,2023/04/23,5,5,5,5,4,5
902103,100989,2023-06-24,4,4,4,4,4,4
902104,100990,2023-07-28,4,,5,5,5,4
902105,100991,2025-10-25,4,3,3,5,3,4
902106,100991,2025-12-21,4,,5,4,4,4
902107,100992,2024-03-06,3,4,4,3,3,4
902108,100992,2026-04-02,3,3,4,2,2,3
902109,100993,2025/01/23,3,3,3,3,,3
902110,100993,2025-02-19,3,4,3,3,4,3
902111,100993,2026-03-19,4,4,4,4,5,4
902112,100993,"Mar 27, 2026",4,4,3,4,3,5
902113,100994,2023-12-03,4,4,4,4,4,
902114,100995,2025-04-26,4,4,4,4,3,3
902115,100995,2025-05-27,3,3,4,2,3,3
902116,100995,2026-02-16,4,5,5,5,4,4
902117,100995,2026-03-09,4,4,5,4,4,4
902118,100996,2023-04-16,3,3,3,3,3,3
902119,100996,2024-09-06,3,3,3,3,3,3
902120,100996,2025-03-14,4,4,4,5,5,3
902121,100997,2024-07-12,4,4,5,5,5,4
902122,100998,2025-06-24,3,3,3,2,3,3
902123,100998,2025-09-27,2,3,1,2,2,3
902124,100998,20-02-2026,3,4,3,2,3,3
902125,101000,2022-07-03,3,2,4,3,2,3
902126,101000,2023-10-04,4,4,4,4,2,3
902127,101000,2026-01-09,4,3,4,5,2,3
902128,101000,2026-01-09,5,4,,5,5,4
902129,101001,2025-11-26,3,4,3,4,3,3
902130,101001,2026-01-11,4,4,4,5,4,4
902131,101001,2026-02-21,4,5,4,5,4,4
902132,101001,2026-04-24,4,4,4,3,4,3
902133,101002,2023-07-19,2,2,2,2,2,3
902134,101002,2024-04-14,3,4,4,3,3,4
902135,101002,2025-06-27,3,3,2,2,2,3
902136,101002,02/17/2026,2,2,2,3,3,2
902137,101003,15-09-2022,1,1,2,1,1,1
902138,101003,2023-01-10,1,1,1,1,1,1
902139,101004,2024-10-31,5,4,5,,4,
902140,101004,2024-12-19,4,4,5,4,4,4
902141,101004,2026/04/02,3,3,3,4,3,4
902142,101005,06/23/2023,4,3,5,,4,3
902143,101005,2025-03-16,3,3,3,3,3,3
902144,101005,25-06-2025,3,4,3,3,4,4
902145,101006,2022-07-01,2,2,3,3,2,2
902146,101006,2023-05-26,2,2,2,2,2,2
902147,101006,2026-03-02,3,3,3,,3,3
902148,101007,2025-07-03,4,4,4,4,4,2
902149,101007,03/22/2026,4,3,3,4,3,3
902150,101008,2022/03/11,3,3,2,3,2,3
902151,101008,19-04-2022,4,3,3,3,4,3
902152,101008,13-08-2022,3,3,4,3,3,3
902153,101008,2023-12-06,4,4,4,3,3,
902154,101009,"Dec 15, 2022",3,3,3,4,3,3
902155,101009,07-05-2024,3,3,4,3,2,3
902156,101010,01/04/2022,3,3,3,3,2,4
902157,101010,2022-01-11,3,3,3,3,4,3
902158,101010,2022-01-27,3,2,2,2,2,4
902159,101011,2022-09-05,4,4,4,4,4,4
902160,101011,2023-05-12,4,3,4,4,4,4
902161,101011,2024-11-13,4,4,3,4,3,3
902162,101011,2025-06-25,5,4,5,5,4,5
902163,101012,2022-03-27,3,3,3,4,3,2
902164,101012,2022-05-12,3,3,3,3,3,3
902165,101012,19-04-2026,2,,2,2,2,3
902166,101013,2024-11-04,3,3,3,4,3,2
902167,101014,2024-06-14,3,4,3,4,3,3
902168,101014,2024-09-30,3,3,5,4,3,2
902169,101014,2024-11-11,3,3,2,2,4,2
902170,101015,28-06-2024,5,5,5,5,5,4
902171,101015,2024-11-05,5,5,5,5,5,4
902172,101016,2023-11-18,4,3,3,3,4,3
902173,101016,04/17/2025,3,3,3,3,4,
902174,101016,28-06-2025,3,4,4,4,,3
902175,101016,05-08-2025,3,3,3,3,3,2
902176,101018,2022-06-22,1,2,2,2,1,1
902177,101018,2023-11-29,2,2,2,2,2,2
902178,101018,06/06/2024,2,2,2,3,3,2
902179,101019,2023-07-24,4,4,4,4,4,4
902180,101019,2025-09-08,4,5,4,2,3,4
902181,101019,02/05/2026,5,4,4,4,5,5
902182,101020,2022-11-02,3,3,4,4,4,3
902183,101020,"Dec 21, 2022",4,4,,4,4,3
902184,101020,17-06-2025,4,4,4,3,4,3
902185,101020,2025/09/29,4,4,4,4,3,3
902186,101021,2022-06-04,4,4,5,4,5,4
902187,101022,2026-03-25,2,2,2,2,1,2
902188,101023,2025-03-21,4,4,3,5,3,3
902189,101023,2025-08-10,3,3,3,3,4,3
902190,101024,09/10/2024,5,4,5,4,4,5
902191,101025,2024-08-30,2,3,3,2,2,2
902192,101025,2024-10-28,3,3,3,3,3,2
902193,101025,2024-12-06,2,2,2,3,1,1
902194,101026,2023-08-08,3,2,4,3,3,2
902195,101026,2023-12-19,3,3,2,3,4,3
902196,101026,2025-11-07,4,4,3,3,4,3
902197,101027,"Jul 08, 2024",3,4,3,3,4,3
902198,101027,2024-11-03,3,4,4,4,4,4
902199,101027,2025-07-26,3,3,3,3,3,2
902200,101027,"Apr 26, 2026",4,5,4,4,4,5
902201,101028,2026-04-14,3,3,3,3,3,3
902202,101028,2026-04-25,3,3,3,3,3,3
902203,101029,2022-12-24,3,3,3,3,3,3
902204,101029,2024-01-25,3,3,2,4,2,3
902205,101029,10-11-2025,4,4,3,,3,2
902206,101030,2024-03-25,4,3,3,4,4,2
902207,101030,01/21/2025,3,2,4,3,3,2
902208,101030,2026-01-19,3,3,3,3,3,3
902209,101031,2022-08-13,3,2,3,3,2,2
902210,101031,2022-11-12,3,3,3,3,4,3
902211,101031,2025-03-31,4,4,4,4,4,3
902212,101032,2023-06-29,4,5,3,3,4,4
902213,101032,2023-07-05,3,4,3,3,3,2
902214,101032,"Sep 25, 2023",4,4,5,5,,4
902215,101033,2022-11-01,3,3,2,4,4,2
