training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
306326,101608,Data Privacy and GDPR,Compliance,2021-01-01,,Assigned,,3.2
306327,101608,Secure Coding Basics,Technical,2021-01-01,,In Progress,,7.8
306328,101608,Cybersecurity Awareness,Compliance,2021-01-01,2021-01-10,Completed,,2.5
306329,101608,Product Discovery Basics,Product,2021-01-01,,Not Started,,10.4
306330,101608,Leadership Essentials,Leadership,2021-01-01,19-01-2021,Completed,82.3,25.5
306331,101609,New Hire Onboarding,Onboarding,2024-12-30,2025-01-19,Done,75.0,8.8
306332,101609,Product Discovery Basics,Product,2025-09-27,2025-11-03,Completed,78.2,7.3
306333,101609,Conflict Resolution,Soft Skills,05/14/2025,2025-05-25,Completed,67.9,5.3
306334,101610,Data Privacy and GDPR,Compliance,2022-06-21,,Complete,75.7,2.7
306335,101611,New Hire Onboarding,Onboarding,09/13/2024,,Assigned,,8.2
306336,101612,New Hire Onboarding,Onboarding,2026-03-09,2026-04-09,Completed,79.3,9.2
306337,101612,Product Discovery Basics,Product,2026-01-26,2026-02-15,Completed,78.7,9.0
306338,101612,Manager Coaching Skills,Leadership,2026-03-18,04/27/2026,Completed,100.0,12.6
306339,101613,Cybersecurity Awareness,Compliance,02/17/2026,,In Progress,,1.8
306340,101613,Leadership Essentials,Leadership,2025-05-30,2025-06-21,Completed,68.7,20.0
306341,101613,Conflict Resolution,Soft Skills,2026-03-16,2026-03-26,Completed,68.7,8.0
306342,101613,Power BI Fundamentals,Technical,07/12/2024,2024-07-27,Completed,49.2,13.0
306343,101613,Enterprise Sales Methodology,Sales,2024-06-20,,In Progress,,19.3
306344,101613,Leadership Essentials,Leadership,03/01/2025,2025-04-01,Completed,47.6,20.8
306345,101614,New Hire Onboarding,Onboarding,02/21/2026,2026-03-24,Completed,100.0,7.3
306346,101614,Manager Coaching Skills,Leadership,2026-03-08,2026-03-10,Done,76.5,11.4
306347,101614,Product Discovery Basics,Product,02/08/2026,,In Progress,,8.1
306348,101615,New Hire Onboarding,Onboarding,2022-02-09,16-02-2022,Completed,98.1,9.8
306349,101615,New Hire Onboarding,Onboarding,2021-09-25,2021-10-28,Completed,92.5,10.8
306350,101616,New Hire Onboarding,Onboarding,26-04-2021,,Assigned,,7.0
306351,101617,New Hire Onboarding,Onboarding,"Jan 12, 2023",2023-02-16,Completed,91.4,10.5
306352,101617,Enterprise Sales Methodology,Sales,2021-02-16,,Assigned,,22.9
306353,101618,New Hire Onboarding,Onboarding,10/02/2023,08-11-2023,Completed,94.7,7.8
306354,101619,New Hire Onboarding,Onboarding,2024-11-10,,Not Started,,7.1
306355,101619,Cybersecurity Awareness,Compliance,2024-05-23,2024-05-31,Completed,66.2,2.9
306356,101619,Leadership Essentials,Leadership,2024-05-04,05/18/2024,Completed,83.6,19.6
306357,101619,Advanced Customer Handling,Customer Experience,2024-06-27,2024/08/02,Completed,82.0,11.7
306358,101619,Leadership Essentials,Leadership,2025-09-04,09/15/2025,Completed,68.3,26.5
306359,101620,Data Privacy and GDPR,Compliance,2023-07-05,07/17/2023,Completed,84.4,2.6
306360,101620,New Hire Onboarding,Onboarding,2025-11-10,2025-12-17,Completed,91.6,7.6
306361,101620,Secure Coding Basics,Technical,2025-05-25,,In Progress,,11.3
306362,101620,Leadership Essentials,Leadership,22-12-2023,,Not Started,,20.5
306363,101620,Advanced Customer Handling,Customer Experience,2025-02-14,03/30/2025,Completed,93.6,14.5
306364,101621,Manager Coaching Skills,Leadership,2022-09-02,,Completed,82.5,14.9
306365,101622,New Hire Onboarding,Onboarding,03/25/2024,,In Progress,,7.2
306366,101622,Cybersecurity Awareness,Compliance,2022-05-03,,Dropped,,2.4
306367,101622,New Hire Onboarding,Onboarding,2021-01-04,2021-02-05,Completed,79.9,10.0
306368,101622,Advanced Customer Handling,Customer Experience,2021-07-23,,In Progress,,13.4
306369,101622,Secure Coding Basics,Technical,11-10-2025,2025-11-19,Completed,95.6,10.1
306370,101622,SQL for Business Analysts,Technical,2025-12-15,2026-01-11,Completed,78.6,19.5
306371,101623,New Hire Onboarding,Onboarding,04/29/2026,06/10/2026,Completed,64.7,8.8
306372,101623,New Hire Onboarding,Onboarding,2025-10-01,10/23/2025,Completed,94.3,8.0
306373,101623,Leadership Essentials,Leadership,2023-07-31,,In Progress,,21.3
306374,101623,Manager Coaching Skills,Leadership,2023-07-30,08/23/2023,Completed,63.7,20.5
306375,101624,Conflict Resolution,Soft Skills,2024-12-12,,In Progress,,5.3
306376,101624,Power BI Fundamentals,Technical,10/04/2025,,In Progress,,13.3
306377,101624,Data Privacy and GDPR,Compliance,2023-11-21,,Completed,73.5,2.8
306378,101624,Advanced Customer Handling,Customer Experience,2023-12-17,2024/01/06,Completed,82.4,14.8
306379,101625,New Hire Onboarding,Onboarding,01/18/2026,,In Progress,,8.0
306380,101625,Advanced Customer Handling,Customer Experience,2026-04-03,2026-05-02,Completed,65.2,16.6
306381,101626,New Hire Onboarding,Onboarding,2025-06-20,2025-06-26,Completed,93.6,8.9
306382,101626,Advanced Customer Handling,Customer Experience,2026/04/16,2026-05-21,Completed,85.2,14.3
306383,101626,Data Privacy and GDPR,Compliance,2024-08-25,2024-10-06,Completed,67.6,2.2
306384,101626,Leadership Essentials,Leadership,2026-02-19,2026-03-18,Completed,75.9,22.4
306385,101627,New Hire Onboarding,Onboarding,"Jun 19, 2025",2025-06-25,Completed,77.5,8.5
306386,101627,Manager Coaching Skills,Leadership,2025-06-20,2025-07-27,Completed,80.8,17.3
306387,101627,Product Discovery Basics,Product,2026-01-03,,Not Started,,11.2
306388,101627,Enterprise Sales Methodology,Sales,2026-03-11,"Mar 27, 2026",Completed,75.0,19.0
306389,101627,Cybersecurity Awareness,Compliance,04/24/2026,,In Progress,,1.8
306390,101628,New Hire Onboarding,Onboarding,2025-11-15,2025-12-10,Completed,68.8,5.7
306391,101628,Manager Coaching Skills,Leadership,2024-02-06,03-03-2024,Completed,84.7,14.0
306392,101628,Leadership Essentials,Leadership,09/16/2021,,In Progress,,12.7
306393,101628,Data Privacy and GDPR,Compliance,03/30/2025,,Not Started,,3.6
306394,101629,New Hire Onboarding,Onboarding,02/26/2025,,Dropped,,8.8
306395,101630,New Hire Onboarding,Onboarding,2023-07-19,2023-09-01,Completed,90.6,7.9
306396,101630,Advanced Customer Handling,Customer Experience,2024-01-28,,Assigned,,9.8
306397,101631,New Hire Onboarding,Onboarding,2024-07-08,2024-07-16,Completed,53.8,10.5
306398,101631,Secure Coding Basics,Technical,04/09/2024,,Dropped,,6.4
306399,101631,SQL for Business Analysts,Technical,2023-09-18,,In Progress,,20.0
306400,101632,New Hire Onboarding,Onboarding,2025-06-11,,Not Started,,9.8
306401,101633,New Hire Onboarding,Onboarding,10-01-2026,2026-01-24,Completed,78.3,7.9
306402,101633,Product Discovery Basics,Product,2024-10-04,2024-10-28,Complete,59.9,7.4
306403,101633,Manager Coaching Skills,Leadership,2022-04-26,2022-06-05,Completed,84.0,16.6
306404,101634,New Hire Onboarding,Onboarding,2024-07-28,,In Progress,,8.2
306405,101634,SQL for Business Analysts,Technical,2024-07-02,2024-07-18,Completed,59.2,14.3
306406,101634,Secure Coding Basics,Technical,2022/09/22,2022-11-05,Completed,100.0,11.4
306407,101634,Data Privacy and GDPR,Compliance,2025-07-02,,Not Started,,3.4
306408,101634,Manager Coaching Skills,Leadership,11/08/2021,"Dec 16, 2021",Completed,67.5,14.6
306409,101635,New Hire Onboarding,Onboarding,2026-04-13,,Done,93.5,8.0
306410,101635,Advanced Customer Handling,Customer Experience,2023-11-16,2023-12-01,Completed,81.7,10.0
306411,101635,Product Discovery Basics,Product,2024-06-05,07/03/2024,Completed,64.4,14.9
306412,101635,SQL for Business Analysts,Technical,2024-06-28,,Assigned,,13.9
306413,101635,New Hire Onboarding,Onboarding,09/23/2023,2023-11-05,Completed,71.7,8.0
306414,101636,New Hire Onboarding,Onboarding,01/01/2021,2021-02-15,Completed,76.9,9.7
306415,101636,Cybersecurity Awareness,Compliance,2021-01-01,2021-02-10,Completed,59.1,1.6
306416,101637,New Hire Onboarding,Onboarding,2022-03-07,,In Progress,,7.5
306417,101638,New Hire Onboarding,Onboarding,2024-11-18,2024-12-06,Completed,79.1,7.6
306418,101638,Data Privacy and GDPR,Compliance,2025-08-27,09-09-2025,Completed,58.2,2.2
306419,101638,Manager Coaching Skills,Leadership,2024-12-02,2025-01-16,Completed,79.5,18.9
306420,101639,New Hire Onboarding,Onboarding,2024-06-06,2024-07-19,Completed,83.0,8.3
306421,101639,Leadership Essentials,Leadership,2022-02-07,2022-03-15,Completed,83.1,20.1
306422,101639,Product Discovery Basics,Product,2025-07-12,,Not Started,,9.8
306423,101639,Enterprise Sales Methodology,Sales,"May 11, 2025",17-06-2025,Completed,68.4,20.1
306424,101639,Power BI Fundamentals,Technical,2024-04-04,04/26/2024,Completed,68.6,16.7
306425,101640,New Hire Onboarding,Onboarding,2024-01-23,29-02-2024,Complete,78.1,10.1
306426,101641,New Hire Onboarding,Onboarding,2025-12-26,2026-01-10,Completed,72.7,8.7
306427,101641,Cybersecurity Awareness,Compliance,2026-01-28,"Mar 12, 2026",Completed,69.5,2.4
306428,101641,Leadership Essentials,Leadership,"Feb 03, 2023",,In Progress,,22.6
306429,101641,Data Privacy and GDPR,Compliance,2025-09-29,2025-10-28,Completed,69.6,3.7
306430,101641,SQL for Business Analysts,Technical,2024-11-20,2024-11-28,Completed,89.6,21.4
306431,101641,Manager Coaching Skills,Leadership,06/03/2022,,In Progress,,16.0
306432,101642,New Hire Onboarding,Onboarding,2023-04-22,2023-05-15,Completed,77.7,8.5
306433,101642,Cybersecurity Awareness,Compliance,2024-04-15,,In Progress,,2.2
306434,101642,Product Discovery Basics,Product,2023-04-27,,Assigned,,12.3
306435,101642,Leadership Essentials,Leadership,2022-10-20,2022-11-29,Completed,73.2,17.4
306436,101643,New Hire Onboarding,Onboarding,2024-12-17,,Dropped,,6.6
306437,101643,Secure Coding Basics,Technical,2025-01-15,2025-01-18,Completed,80.2,9.6
306438,101643,Cybersecurity Awareness,Compliance,05/01/2021,,Assigned,,2.1
306439,101643,Manager Coaching Skills,Leadership,2025-08-01,2025/09/10,Completed,68.0,18.7
306440,101644,New Hire Onboarding,Onboarding,2023-09-19,09/28/2023,Completed,76.3,6.8
306441,101644,SQL for Business Analysts,Technical,2023-04-19,2023-04-23,Complete,76.6,21.3
306442,101644,Cybersecurity Awareness,Compliance,01/24/2026,,Dropped,,1.2
306443,101644,Conflict Resolution,Soft Skills,2022-03-24,2022-04-21,Completed,70.1,6.7
306444,101644,Enterprise Sales Methodology,Sales,25-04-2026,2026-04-27,Complete,98.5,12.0
306445,101644,Manager Coaching Skills,Leadership,2026-04-07,2026-04-19,Completed,74.3,15.8
306446,101644,Leadership Essentials,Leadership,2022-06-13,07/16/2022,Completed,63.0,21.9
306447,101645,New Hire Onboarding,Onboarding,23-08-2024,2024/08/28,Completed,69.4,7.8
306448,101645,Enterprise Sales Methodology,Sales,09/11/2023,2023-09-26,Completed,100.0,14.6
306449,101645,Product Discovery Basics,Product,2026-02-24,2026-03-09,Completed,88.5,8.0
306450,101646,New Hire Onboarding,Onboarding,2024/01/19,,Dropped,,9.4
306451,101646,Conflict Resolution,Soft Skills,2024-11-04,,In Progress,,5.7
306452,101646,Enterprise Sales Methodology,Sales,02/20/2024,,Assigned,,18.5
306453,101646,New Hire Onboarding,Onboarding,12/29/2024,,Assigned,,9.0
306454,101647,Advanced Customer Handling,Customer Experience,2024-01-12,,In Progress,,12.0
306455,101647,Conflict Resolution,Soft Skills,2023-05-13,,Complete,94.9,5.0
306456,101647,New Hire Onboarding,Onboarding,2023-07-04,05-08-2023,Completed,81.2,10.2
306457,101647,Cybersecurity Awareness,Compliance,2023-07-30,,Not Started,,1.8
306458,101647,SQL for Business Analysts,Technical,2026-01-05,,Assigned,,19.0
306459,101647,Secure Coding Basics,Technical,"May 29, 2024",,In Progress,,8.8
306460,101648,New Hire Onboarding,Onboarding,2023-01-15,,Assigned,,7.5
306461,101648,Leadership Essentials,Leadership,2021-09-04,,Assigned,,21.0
306462,101648,Manager Coaching Skills,Leadership,01/26/2021,2021-02-04,Complete,62.7,14.7
306463,101649,New Hire Onboarding,Onboarding,2021-04-08,,Assigned,,11.0
306464,101649,New Hire Onboarding,Onboarding,2021-02-23,,Not Started,,10.3
306465,101649,Secure Coding Basics,Technical,2022-03-10,2022-04-18,Completed,84.2,13.8
306466,101649,Manager Coaching Skills,Leadership,2021-03-29,2021-04-16,Completed,92.3,13.5
306467,101649,Leadership Essentials,Leadership,2022-06-03,,In Progress,,20.8
306468,101649,Advanced Customer Handling,Customer Experience,"Mar 06, 2023",2023-04-08,Complete,71.8,14.7
306469,101650,Leadership Essentials,Leadership,2024-04-15,2024-05-27,Completed,85.9,22.3
306470,101651,Cybersecurity Awareness,Compliance,2025-08-14,2025-09-21,Completed,70.3,2.0
306471,101651,SQL for Business Analysts,Technical,2025-10-16,2025-10-24,Completed,74.1,16.3
306472,101651,Data Privacy and GDPR,Compliance,"Jul 06, 2022","Jul 28, 2022",Completed,77.1,3.4
306473,101651,Leadership Essentials,Leadership,03/29/2022,"Apr 28, 2022",Done,96.5,20.8
306474,101651,New Hire Onboarding,Onboarding,2025-09-30,"Nov 12, 2025",Completed,62.6,11.1
306475,101651,Manager Coaching Skills,Leadership,2025-08-17,07-09-2025,Completed,74.7,20.5
306476,101652,New Hire Onboarding,Onboarding,2024-07-04,,Assigned,,5.9
306477,101652,Conflict Resolution,Soft Skills,2024-08-07,"Sep 09, 2024",Completed,54.0,6.7
306478,101653,New Hire Onboarding,Onboarding,2025-06-22,2025-07-31,Completed,81.4,7.0
306479,101653,Conflict Resolution,Soft Skills,2021-09-30,,In Progress,,7.0
306480,101653,Product Discovery Basics,Product,10/13/2023,,Assigned,,6.9
306481,101653,Leadership Essentials,Leadership,2022-12-10,,Assigned,,13.4
306482,101653,New Hire Onboarding,Onboarding,2023-02-07,2023-02-10,Completed,100.0,9.2
306483,101653,Power BI Fundamentals,Technical,06/20/2021,2021-07-16,Completed,83.6,13.7
306484,101653,Data Privacy and GDPR,Compliance,2023-04-25,,Assigned,,2.9
306485,101654,Enterprise Sales Methodology,Sales,2025-03-06,,Not Started,,19.2
306486,101654,Cybersecurity Awareness,Compliance,2025-10-15,2025-11-25,Completed,93.9,2.2
306487,101654,Advanced Customer Handling,Customer Experience,12-07-2024,2024-07-16,Completed,68.4,11.5
306488,101654,SQL for Business Analysts,Technical,2025-01-20,,Done,76.0,18.9
306489,101654,Power BI Fundamentals,Technical,2024-10-13,2024-10-28,Completed,86.2,18.0
306490,101654,Product Discovery Basics,Product,2024-11-02,2024-11-06,Completed,77.5,9.0
306491,101654,Manager Coaching Skills,Leadership,2024-09-24,,In Progress,,13.1
306492,101655,New Hire Onboarding,Onboarding,08/27/2024,09/18/2024,Completed,73.0,5.4
306493,101655,Cybersecurity Awareness,Compliance,2024-10-17,2024-11-17,Completed,78.2,2.0
306494,101655,New Hire Onboarding,Onboarding,2025-06-12,"Jul 08, 2025",Completed,76.2,8.1
306495,101655,Enterprise Sales Methodology,Sales,2024-07-19,,Not Started,,17.2
306496,101655,Product Discovery Basics,Product,2024-05-24,28-05-2024,Completed,87.4,6.6
306497,101655,Leadership Essentials,Leadership,2026-05-01,,Not Started,,20.9
306498,101656,New Hire Onboarding,Onboarding,2026-03-31,,In Progress,,8.8
306499,101656,Leadership Essentials,Leadership,2025-05-22,2025-06-06,Completed,73.7,19.1
306500,101656,New Hire Onboarding,Onboarding,2024-01-01,,In Progress,,9.4
306501,101656,Conflict Resolution,Soft Skills,2025-09-03,2025-10-16,Completed,83.6,6.0
306502,101657,Data Privacy and GDPR,Compliance,TBD,06/20/2022,Completed,88.4,2.7
306503,101657,Conflict Resolution,Soft Skills,2025-03-05,2025-03-09,Completed,88.7,5.5
306504,101658,New Hire Onboarding,Onboarding,2025-12-16,2026/01/21,Completed,94.3,5.6
306505,101659,Advanced Customer Handling,Customer Experience,2026-01-09,2026-02-15,Completed,66.4,13.1
306506,101659,Power BI Fundamentals,Technical,2025-01-10,2025-02-15,Completed,85.0,14.8
306507,101659,Manager Coaching Skills,Leadership,2024-12-09,23-01-2025,Completed,67.2,13.3
306508,101659,SQL for Business Analysts,Technical,2024-12-16,2025-01-20,Completed,89.5,17.0
306509,101659,Product Discovery Basics,Product,17-01-2022,,In Progress,,8.8
306510,101659,New Hire Onboarding,Onboarding,2023/05/13,,In Progress,,8.2
306511,101660,New Hire Onboarding,Onboarding,2024-09-03,2024-10-07,Completed,92.5,9.9
306512,101660,Leadership Essentials,Leadership,2025-11-22,,In Progress,,23.4
306513,101660,Advanced Customer Handling,Customer Experience,11/01/2025,10-11-2025,Completed,85.4,11.7
306514,101660,Manager Coaching Skills,Leadership,2023-05-13,2023-05-20,Completed,74.3,17.2
306515,101660,Data Privacy and GDPR,Compliance,"Mar 24, 2025","Apr 23, 2025",Completed,,2.8
306516,101660,New Hire Onboarding,Onboarding,2024-07-22,,Not Started,,8.1
306517,101660,Leadership Essentials,Leadership,2022-12-22,,Assigned,,16.8
306518,101661,New Hire Onboarding,Onboarding,2024-05-09,2024-06-07,Completed,70.4,5.6
306519,101662,New Hire Onboarding,Onboarding,06-02-2024,03/12/2024,Completed,76.3,6.2
306520,101662,Advanced Customer Handling,Customer Experience,2026-04-30,,Completed,69.4,15.0
306521,101663,New Hire Onboarding,Onboarding,2024-07-08,,Completed,80.9,5.4
306522,101663,Secure Coding Basics,Technical,2021-11-19,,Not Started,,7.3
306523,101663,Leadership Essentials,Leadership,2022-02-02,2022-03-15,Completed,89.7,17.3
306524,101663,Power BI Fundamentals,Technical,2025-03-06,,In Progress,,15.6
306525,101663,Conflict Resolution,Soft Skills,2023-06-28,2023/07/24,Completed,63.9,5.4
306526,101664,New Hire Onboarding,Onboarding,04-10-2024,2024-10-30,Done,71.3,6.8
306527,101664,SQL for Business Analysts,Technical,2021-09-12,2021-10-21,Completed,90.2,16.3
306528,101664,Conflict Resolution,Soft Skills,2025-06-27,2025-07-07,Complete,71.8,5.8
306529,101664,Cybersecurity Awareness,Compliance,2024-10-20,,Completed,70.8,1.5
306530,101664,Leadership Essentials,Leadership,2023-01-07,,Completed,66.1,27.0
306531,101665,Enterprise Sales Methodology,Sales,2024-05-06,2024/06/20,Completed,87.6,18.7
306532,101665,Product Discovery Basics,Product,2025-02-06,02/12/2025,Done,98.7,6.9
306533,101665,Manager Coaching Skills,Leadership,2026-04-25,,In Progress,,16.6
306534,101665,SQL for Business Analysts,Technical,2026-02-21,2026-03-30,Completed,71.7,16.3
306535,101665,Advanced Customer Handling,Customer Experience,2021-05-26,06/09/2021,Completed,94.1,13.2
306536,101665,Cybersecurity Awareness,Compliance,"Oct 25, 2023",,In Progress,,2.6
306537,101665,Leadership Essentials,Leadership,2021-07-26,,Assigned,,22.0
306538,101666,New Hire Onboarding,Onboarding,08/10/2022,,Assigned,,5.0
306539,101666,Leadership Essentials,Leadership,05-02-2024,2024-02-28,Complete,83.9,17.6
306540,101666,Data Privacy and GDPR,Compliance,2023-05-28,,In Progress,,4.1
306541,101666,Secure Coding Basics,Technical,2023-07-28,2023-08-12,Completed,62.1,12.4
306542,101666,Cybersecurity Awareness,Compliance,2022-02-18,2022-03-03,Completed,75.1,2.8
306543,101666,Advanced Customer Handling,Customer Experience,2024/01/15,2024-01-17,Completed,58.2,13.9
306544,101667,New Hire Onboarding,Onboarding,07/29/2021,,Dropped,,8.0
306545,101668,New Hire Onboarding,Onboarding,2025-11-07,,In Progress,,5.1
306546,101668,Power BI Fundamentals,Technical,2026-01-02,,Completed,63.2,9.7
306547,101668,Cybersecurity Awareness,Compliance,2026-01-28,,Not Started,,2.4
306548,101668,Product Discovery Basics,Product,2025-02-26,,In Progress,,11.8
306549,101668,New Hire Onboarding,Onboarding,2025-05-27,2025-06-27,Completed,81.4,6.1
306550,101668,Secure Coding Basics,Technical,2026-04-20,2026-05-06,Completed,83.7,7.4
306551,101668,Advanced Customer Handling,Customer Experience,2025-09-26,,In Progress,,8.6
306552,101669,New Hire Onboarding,Onboarding,2024-08-15,15-09-2024,Completed,70.0,7.7
306553,101669,Manager Coaching Skills,Leadership,2024-07-01,,Assigned,,22.2
306554,101669,Advanced Customer Handling,Customer Experience,2024-03-20,2024-04-15,Completed,64.9,13.7
306555,101669,Enterprise Sales Methodology,Sales,2025-09-23,2025-10-24,Done,64.8,14.9
306556,101669,Leadership Essentials,Leadership,"May 01, 2024",,Assigned,,19.5
306557,101670,New Hire Onboarding,Onboarding,2025-08-30,,Not Started,,7.6
306558,101671,New Hire Onboarding,Onboarding,2022-10-23,2022-12-02,Complete,96.4,8.9
306559,101671,Enterprise Sales Methodology,Sales,2025-01-31,02/21/2025,Completed,67.5,12.1
306560,101671,Leadership Essentials,Leadership,2023-07-12,2023-07-16,Completed,80.8,12.5
306561,101671,Manager Coaching Skills,Leadership,2024-01-28,2024-03-02,Completed,76.1,15.6
306562,101671,Product Discovery Basics,Product,07/21/2023,,Assigned,,11.0
306563,101671,Conflict Resolution,Soft Skills,2025/10/20,,In Progress,,7.0
306564,101672,New Hire Onboarding,Onboarding,2021-02-17,2021-03-08,Completed,99.2,6.4
306565,101672,Data Privacy and GDPR,Compliance,2021-03-03,15-03-2021,Done,93.6,2.9
306566,101672,Conflict Resolution,Soft Skills,01/24/2021,,In Progress,,5.3
306567,101672,SQL for Business Analysts,Technical,2021-03-11,,In Progress,,23.9
306568,101672,New Hire Onboarding,Onboarding,2021/02/18,2021-03-23,Completed,69.8,7.0
306569,101672,Manager Coaching Skills,Leadership,2021-02-20,2021-03-01,Completed,87.4,14.8
306570,101673,New Hire Onboarding,Onboarding,2022-01-22,2022-02-12,Completed,67.0,8.0
306571,101673,Leadership Essentials,Leadership,2021-10-26,2021-11-06,Completed,94.2,17.4
306572,101674,Leadership Essentials,Leadership,2023-05-19,2023-06-03,Complete,55.4,16.7
306573,101675,New Hire Onboarding,Onboarding,2024-03-31,2024-04-24,Complete,77.1,7.7
306574,101675,New Hire Onboarding,Onboarding,04/17/2021,,Not Started,,10.2
306575,101675,Power BI Fundamentals,Technical,08/20/2022,2022-09-02,Completed,54.0,13.0
306576,101675,Enterprise Sales Methodology,Sales,2022-03-01,03/27/2022,Completed,81.9,13.6
306577,101675,Advanced Customer Handling,Customer Experience,2025-09-15,,Not Started,,12.1
306578,101675,Data Privacy and GDPR,Compliance,12/06/2025,,Assigned,,2.1
306579,101676,New Hire Onboarding,Onboarding,2026-03-10,2026-04-17,Completed,99.5,8.1
306580,101677,New Hire Onboarding,Onboarding,31-07-2022,2022-08-08,Completed,71.0,5.5
306581,101677,New Hire Onboarding,Onboarding,2024-12-30,01/01/2025,Completed,79.7,5.3
306582,101677,Secure Coding Basics,Technical,2023-10-21,2023-11-30,Completed,60.3,10.7
306583,101678,New Hire Onboarding,Onboarding,2024-05-12,,In Progress,,7.7
306584,101678,Enterprise Sales Methodology,Sales,2025-09-06,,Complete,100.0,13.7
306585,101678,Cybersecurity Awareness,Compliance,2025-06-29,,Not Started,,1.7
306586,101678,Product Discovery Basics,Product,2023-06-14,2023-06-20,Completed,100.0,9.6
306587,101678,Data Privacy and GDPR,Compliance,13-10-2023,2023-10-24,Completed,89.3,3.2
306588,101679,New Hire Onboarding,Onboarding,12/21/2022,12/29/2022,Complete,77.7,6.6
306589,101680,New Hire Onboarding,Onboarding,2023-05-27,2023-07-05,Completed,88.9,5.3
306590,101680,Manager Coaching Skills,Leadership,27-06-2023,,Assigned,,16.7
306591,101680,Advanced Customer Handling,Customer Experience,26-09-2024,2024-10-02,Completed,69.0,11.6
306592,101680,Enterprise Sales Methodology,Sales,02/05/2021,,Completed,100.0,18.9
306593,101680,SQL for Business Analysts,Technical,2025-03-18,2025-03-27,Completed,79.9,20.5
306594,101681,New Hire Onboarding,Onboarding,2024-12-02,2025-01-14,Completed,84.2,8.0
306595,101681,Cybersecurity Awareness,Compliance,2024-10-02,10/13/2024,Completed,58.2,2.0
306596,101682,New Hire Onboarding,Onboarding,2024-09-10,,In Progress,,7.2
306597,101682,Product Discovery Basics,Product,2024-12-22,"Jan 16, 2025",Completed,80.4,5.6
306598,101683,New Hire Onboarding,Onboarding,2023-05-11,2023-06-23,Completed,66.3,10.6
306599,101683,Data Privacy and GDPR,Compliance,"Dec 13, 2022",,Not Started,,2.5
306600,101683,Cybersecurity Awareness,Compliance,2021-07-09,,Not Started,,2.0
306601,101683,Advanced Customer Handling,Customer Experience,02-03-2021,,In Progress,,9.9
306602,101684,New Hire Onboarding,Onboarding,2022-08-14,2022-08-15,Completed,88.1,6.8
306603,101684,Product Discovery Basics,Product,2022-09-19,,Assigned,,8.4
306604,101684,Leadership Essentials,Leadership,2022-09-04,2022-10-19,Completed,84.1,17.2
306605,101684,Manager Coaching Skills,Leadership,2021-02-04,,In Progress,,20.6
306606,101684,Power BI Fundamentals,Technical,2022-09-06,,In Progress,,16.6
306607,101684,Advanced Customer Handling,Customer Experience,07/19/2022,,Assigned,,10.8
306608,101684,Cybersecurity Awareness,Compliance,2021-08-30,,Not Started,,1.5
306609,101685,New Hire Onboarding,Onboarding,2026-03-24,2026-03-31,Completed,85.9,6.9
306610,101685,Secure Coding Basics,Technical,2023-08-29,19-09-2023,Completed,69.8,11.5
306611,101685,Leadership Essentials,Leadership,2022-01-15,2022/01/27,Completed,63.7,27.0
306612,101685,Conflict Resolution,Soft Skills,2026-03-23,,Assigned,,7.5
306613,101685,SQL for Business Analysts,Technical,2025-04-18,25-05-2025,Complete,50.6,19.5
306614,101685,Product Discovery Basics,Product,08/01/2024,,Not Started,,9.3
306615,101686,Leadership Essentials,Leadership,2026-02-26,,In Progress,,21.0
306616,101687,New Hire Onboarding,Onboarding,2025/01/16,2025-02-21,Completed,100.0,8.6
306617,101687,Product Discovery Basics,Product,2025-08-25,2025-09-12,Completed,87.7,8.4
306618,101687,Power BI Fundamentals,Technical,2024-12-05,2024-12-26,Completed,64.1,20.1
306619,101687,Advanced Customer Handling,Customer Experience,2025-05-23,"Jun 15, 2025",Completed,75.6,11.3
306620,101687,SQL for Business Analysts,Technical,2024-04-28,2024/05/30,Completed,100.0,19.8
306621,101688,Manager Coaching Skills,Leadership,2024-08-21,,Completed,93.5,13.8
306622,101688,Cybersecurity Awareness,Compliance,07/03/2025,2025-07-04,Completed,79.1,1.5
306623,101688,Advanced Customer Handling,Customer Experience,2021-08-11,,In Progress,,11.0
306624,101689,New Hire Onboarding,Onboarding,12/05/2025,,In Progress,,9.5
306625,101689,Secure Coding Basics,Technical,2025-09-17,2025/09/29,Completed,76.7,9.8
306626,101689,Manager Coaching Skills,Leadership,2024-11-28,0000-00-00,Completed,71.7,13.2
306627,101689,Cybersecurity Awareness,Compliance,2026-03-25,2026-03-30,Completed,69.7,1.4
306628,101689,Product Discovery Basics,Product,2024-01-07,2024-01-29,Completed,87.7,10.4
306629,101690,Manager Coaching Skills,Leadership,2023-01-18,02/22/2023,Done,59.4,8.9
306630,101690,SQL for Business Analysts,Technical,2023-03-08,2023-03-11,Complete,75.4,21.9
306631,101690,Cybersecurity Awareness,Compliance,2025-03-13,,In Progress,,2.4
306632,101690,Leadership Essentials,Leadership,2022/02/10,03/14/2022,Done,64.9,16.7
306633,101690,Advanced Customer Handling,Customer Experience,12-04-2022,,In Progress,,9.6
306634,101691,New Hire Onboarding,Onboarding,2023-01-29,"Jan 30, 2023",Completed,100.0,7.5
306635,101691,Advanced Customer Handling,Customer Experience,2022-12-16,2023-01-01,Complete,51.7,12.1
306636,101691,Leadership Essentials,Leadership,2023-10-03,2023-10-16,Done,97.2,20.3
