history_id,employee_id,department_id,job_role_id,start_date,end_date,change_reason
601566,101385,1,101,01/31/2016,,Original Assignment
601567,101386,8,127,2014-08-19,,Original Assignment
601568,101387,3,109,2021-12-09,,Original Assignment
601569,101388,3,109,29-10-2017,,Original Assignment
601570,101389,7,124,2014-12-16,,Original Assignment
601571,101390,2,106,2020-11-16,2022/12/10,Original Assignment
601572,101391,6,120,2024-12-20,,Original Assignment
601573,101392,7,123,2021-12-11,2024-12-02,Original Assignment
601574,101393,9,131,2023-12-27,2024/12/27,Original Assignment
601575,101393,1,101,"Dec 28, 2024",,Manager Request
601576,101394,3,111,09/08/2020,,Original Assignment
601577,101395,6,122,2014-10-06,2016-02-22,Initial Hire
601578,101395,9,131,2016-02-23,,Manager Request
601579,101396,3,112,2019-09-21,,Original Assignment
601580,101397,1,101,2024-11-30,,Original Assignment
601581,101398,3,111,19-12-2018,,Original Assignment
601582,101399,3,110,2021-08-22,,Original Assignment
601583,101400,3,112,2024-01-24,,Original Assignment
601584,101401,6,122,2023-01-29,2023-12-02,Initial Hire
601585,101401,9,129,2023-12-03,,Lateral Transfer
601586,101402,1,101,2022-06-19,,Original Assignment
601587,101403,3,109,2017-07-08,,Original Assignment
601588,101404,8,127,2015-06-25,,Original Assignment
601589,101405,2,105,2016-08-11,,Original Assignment
601590,101406,2,106,2014-06-25,,Original Assignment
601591,101407,7,123,2017-02-05,2025-03-12,Original Assignment
601592,101408,2,106,2015-04-16,,Original Assignment
601593,101409,1,101,06/30/2024,,Original Assignment
601594,101410,3,112,2025-05-09,,Original Assignment
601595,101411,1,101,2023-03-29,,Original Assignment
601596,101412,1,102,2022-01-13,,Original Assignment
601597,101413,7,123,03/20/2019,2025-03-06,Original Assignment
601598,101414,7,123,2014/09/15,2015-06-29,Original Assignment
601599,101415,5,119,2025-07-12,,Original Assignment
601600,101416,7,125,2023-04-16,2024-11-26,Original Assignment
601601,101417,3,110,2023-03-24,2025-10-02,Original Assignment
601602,101418,2,108,2025-05-14,,Original Assignment
601603,101419,1,103,2023-08-30,,Original Assignment
601604,101420,1,103,2025-02-19,,Original Assignment
601605,101421,3,111,02/23/2019,2025-10-21,Original Assignment
601606,101422,2,105,2025-09-21,,Original Assignment
601607,101423,8,127,2015-01-20,,Original Assignment
601608,101424,3,110,01-12-2022,06/13/2025,Original Assignment
601609,101425,1,101,2014-02-12,"Sep 03, 2021",Original Assignment
601610,101426,8,128,2025-01-08,"Jan 26, 2026",Original Assignment
601611,101427,7,124,01/20/2019,,Original Assignment
601612,101428,4,114,"Dec 01, 2019",2024-10-11,Original Assignment
601613,101429,5,117,2019-01-19,,Original Assignment
601614,101430,1,101,2016-01-30,,Original Assignment
601615,101431,2,106,"Dec 21, 2020",,Original Assignment
601616,101432,5,117,12/01/2021,08/11/2023,Original Assignment
601617,101433,5,118,2022/10/29,2024-12-17,Original Assignment
601618,101433,1,101,12/18/2024,,Manager Request
601619,101434,1,101,2019-11-05,2023/03/28,Original Assignment
601620,101435,1,101,2018-08-13,,Original Assignment
601621,101436,5,117,2022-05-02,,Original Assignment
601622,101437,3,112,2024-03-25,,Original Assignment
601623,101438,4,113,2016-04-25,,Original Assignment
601624,101439,10,132,2025-04-04,2026-03-08,Original Assignment
601625,101440,2,108,2019-08-25,,Original Assignment
601626,101441,6,122,2025-10-01,,Original Assignment
601627,101442,1,101,2023-12-28,,Original Assignment
601628,101443,7,123,2022/02/23,,Original Assignment
601629,101444,4,114,2017-07-08,,Original Assignment
601630,101445,6,120,2021-10-10,,Original Assignment
601631,101446,1,101,2025-03-21,01/10/2026,Original Assignment
601632,101447,2,106,2020-06-11,30-07-2023,Initial Hire
601633,101447,3,112,2023-07-31,,Lateral Transfer
601634,101448,1,104,05/15/2018,,Original Assignment
601635,101449,1,101,2016-07-02,,Original Assignment
601636,101450,3,112,06/22/2015,,Original Assignment
601637,101451,2,106,2024-05-02,,Original Assignment
601638,101452,4,116,"Oct 22, 2025",,Original Assignment
601639,101453,6,121,12/03/2025,,Original Assignment
601640,101454,7,123,2021-05-09,2022/12/06,Initial Hire
601641,101454,3,110,07-12-2022,2023-08-30,Manager Request
601642,101455,1,101,2015/09/01,2023-12-05,Original Assignment
601643,101456,9,129,2019-02-09,,Original Assignment
601644,101457,8,126,05-02-2023,,Original Assignment
601645,101458,2,108,2023-11-04,,Original Assignment
601646,101459,9,129,2022-10-14,2025-09-17,Original Assignment
601647,101459,2,105,2025-09-18,,Manager Request
601648,101460,7,123,2016-01-15,2019-01-17,Original Assignment
601649,101461,9,129,2025-10-22,,Original Assignment
601650,101462,3,111,2024-03-10,2024-09-12,Original Assignment
601651,101463,5,118,2024-07-22,,Original Assignment
601652,101464,8,126,2020-07-14,,Original Assignment
601653,101465,1,103,2024-04-18,2025-11-24,Original Assignment
601654,101466,1,101,2018-04-15,,Original Assignment
601655,101467,6,121,2014-01-06,,Original Assignment
601656,101468,3,110,10/11/2020,,Original Assignment
601657,101469,2,105,2015-06-17,,Original Assignment
601658,101470,4,115,2014/09/03,2019-01-10,
601659,101470,3,109,2019-01-11,2024-09-27,Lateral Transfer
601660,101471,1,101,2018-08-31,2023-03-05,Original Assignment
601661,101472,1,102,2021-11-16,,Original Assignment
601662,101473,1,101,2025-03-11,,Original Assignment
601663,101474,9,131,2014-05-03,,Original Assignment
601664,101475,7,124,2015-09-22,2021-05-28,
601665,101475,2,107,2021/05/29,,Career Growth
601666,101476,3,112,2023-07-23,,Original Assignment
601667,101477,1,104,2017-09-05,,Original Assignment
601668,101478,1,101,2023-03-30,2026-01-02,Original Assignment
601669,101479,8,128,"Oct 20, 2014",2025-02-24,Original Assignment
601670,101479,2,107,"Feb 25, 2025",,Department Transfer
601671,101480,1,101,04/28/2014,2025-06-16,Original Assignment
601672,101481,2,107,10/11/2018,,Original Assignment
601673,101482,1,102,2014-01-18,,Original Assignment
601674,101483,6,122,2020-06-24,,Original Assignment
601675,101484,5,119,2016-01-16,,Original Assignment
601676,101485,6,122,2022/06/22,2025-08-20,Original Assignment
601677,101486,3,109,2023-07-26,,Original Assignment
601678,101487,3,110,2021-07-21,01-10-2023,Initial Hire
601679,101487,1,102,"Oct 02, 2023",,Department Transfer
601680,101488,1,104,"May 17, 2014",2020-09-11,Original Assignment
601681,101488,3,109,2020-09-12,,Lateral Transfer
601682,101489,2,108,2016-06-04,2021-04-03,Original Assignment
601683,101490,8,128,2018-11-15,2021-06-29,
601684,101490,10,132,2021-06-30,,Lateral Transfer
601685,101491,3,109,2025-02-10,2026-04-13,Original Assignment
601686,101492,1,103,2014-01-02,08/25/2024,Original Assignment
601687,101493,3,111,2019-07-15,,Original Assignment
601688,101494,3,111,05/21/2019,,Original Assignment
601689,101495,5,118,02-03-2014,2020-03-30,Original Assignment
601690,101495,2,106,2020/03/31,,Manager Request
601691,101496,1,101,2023-01-20,,Original Assignment
601692,101497,3,110,2015-09-15,,Original Assignment
601693,101498,10,133,"Mar 30, 2018",2018-12-15,
601694,101498,2,106,2018-12-16,,Manager Request
601695,101499,7,124,2018-06-06,,Original Assignment
601696,101500,3,111,2020-07-21,,Original Assignment
601697,101501,3,110,2025/06/12,,Original Assignment
601698,101502,4,114,2017-04-17,,Original Assignment
601699,101503,10,133,12/02/2014,2019-03-21,Original Assignment
601700,101503,1,101,2019-03-22,,Lateral Transfer
601701,101504,3,112,05/23/2019,11/25/2022,Original Assignment
601702,101504,2,105,2022-11-26,"Feb 06, 2023",Career Growth
601703,101505,6,121,"May 29, 2014",2026-01-29,Original Assignment
601704,101505,8,127,30-01-2026,,Manager Request
601705,101506,1,101,2025-01-20,,Original Assignment
601706,101507,3,110,2023-01-27,,Original Assignment
601707,101508,7,125,2021-06-14,2023-08-28,Initial Hire
601708,101508,4,116,29-08-2023,,Career Growth
601709,101509,1,101,2024/07/29,,Original Assignment
601710,101510,9,131,2014-11-01,,Original Assignment
601711,101511,1,101,12/29/2023,,Original Assignment
601712,101512,1,101,2015-05-10,,Original Assignment
601713,101513,4,113,2019-12-02,,Original Assignment
601714,101514,3,111,12-05-2022,,Original Assignment
601715,101515,4,113,2015-05-05,,Original Assignment
601716,101516,1,101,2015-06-20,2018-11-22,Original Assignment
601717,101517,4,115,2023-10-13,,Original Assignment
601718,101518,1,104,2015-06-26,2020-11-06,Original Assignment
601719,101519,8,126,2021-05-31,2022-10-23,Original Assignment
601720,101520,2,108,"Jul 08, 2014",,Original Assignment
601721,101521,2,108,2016-09-06,"Feb 22, 2018",Initial Hire
601722,101521,3,109,2018-02-23,,Department Transfer
601723,101522,1,101,2021-07-08,,Original Assignment
601724,101523,2,106,2022-01-06,2024-01-15,Original Assignment
601725,101524,2,105,2022-06-08,,Original Assignment
601726,101525,4,115,2016-07-18,,Original Assignment
601727,101526,2,105,2024-06-16,,Original Assignment
601728,101527,3,111,"Dec 23, 2022",28-05-2025,Original Assignment
601729,101528,2,105,2020-01-19,,Original Assignment
601730,101529,2,105,2014-10-13,,Original Assignment
601731,101530,1,103,2022-11-29,,Original Assignment
601732,101531,1,101,2021-10-23,,Original Assignment
601733,101532,1,101,2025-06-20,,Original Assignment
601734,101533,7,124,07/02/2016,2023-09-24,Initial Hire
601735,101533,1,101,2023-09-25,,Manager Request
601736,101534,4,113,2021-10-02,,Original Assignment
601737,101535,1,101,2024-11-11,10/16/2025,Original Assignment
601738,101536,6,120,02/08/2014,2015-02-25,Original Assignment
601739,101536,9,130,2015-02-26,,Department Transfer
601740,101537,3,111,15-09-2023,,Original Assignment
601741,101538,4,115,2024-02-06,,Original Assignment
601742,101539,3,109,2016-05-01,,Original Assignment
601743,101540,8,128,2018-05-22,2025-07-29,
601744,101540,6,121,2025-07-30,,Department Transfer
601745,101541,1,104,2024-05-03,,Original Assignment
601746,101542,1,104,02/12/2020,,Original Assignment
601747,101543,7,124,27-02-2017,,Original Assignment
601748,101544,1,101,01/10/2014,26-11-2024,Original Assignment
601749,101545,9,129,2016-08-07,,Original Assignment
601750,101546,3,112,"Jan 31, 2019",,Original Assignment
601751,101547,3,112,2015-05-16,,Original Assignment
601752,101548,1,101,03-02-2025,,Original Assignment
601753,101549,1,102,2020-05-06,11/03/2021,Original Assignment
601754,101550,5,118,03/26/2015,,Original Assignment
601755,101551,5,119,2020-07-11,2022-08-14,Original Assignment
601756,101551,3,109,2022-08-15,"Oct 26, 2025",Promotion
601757,101552,1,102,2024-03-07,2026-02-01,Original Assignment
601758,101553,3,111,25-12-2021,,Original Assignment
601759,101554,4,115,2021-09-27,,Original Assignment
601760,101555,7,124,06-03-2015,,Original Assignment
601761,101556,1,102,2024-06-16,,Original Assignment
601762,101557,3,112,2017-11-12,,Original Assignment
601763,101558,1,103,2018-08-31,,Original Assignment
601764,101559,2,108,2025-05-24,,Original Assignment
601765,101560,3,111,2025-04-14,,Original Assignment
601766,101561,10,132,2017-08-26,2019-02-16,Original Assignment
601767,101561,1,101,2019-02-17,,Lateral Transfer
601768,101562,1,102,2021-05-17,,Original Assignment
601769,101563,6,121,2020-10-09,,Original Assignment
601770,101564,2,106,01/03/2025,2026-04-08,Original Assignment
601771,101565,7,124,"Apr 17, 2022",,Original Assignment
601772,101566,3,109,2017-08-04,,Original Assignment
601773,101567,2,108,2019-10-22,,Original Assignment
601774,101568,1,101,2015-12-18,,Original Assignment
601775,101569,1,101,2017-11-11,,Original Assignment
601776,101570,2,105,2025-06-19,,Original Assignment
601777,101571,6,120,2017-08-30,,Original Assignment
601778,101572,4,114,30-07-2021,2024-03-04,Original Assignment
601779,101573,6,121,2020-03-27,,Original Assignment
601780,101574,6,120,2020-07-23,,Original Assignment
601781,101575,3,112,2018-10-25,,Original Assignment
601782,101576,3,111,2015-07-18,,Original Assignment
601783,101577,9,131,2017-07-27,,Original Assignment
601784,101578,2,106,27-02-2021,,Original Assignment
601785,101579,4,116,2025-07-27,,Original Assignment
601786,101580,1,101,2022-01-27,2025-08-13,Original Assignment
601787,101581,8,127,06/08/2014,2016-07-08,Original Assignment
601788,101581,1,104,07/09/2016,2026-03-19,Promotion
601789,101582,7,123,2021-05-29,2023-01-16,Original Assignment
601790,101583,1,101,2015-03-15,,Original Assignment
601791,101584,2,106,2017-04-21,,Original Assignment
601792,101585,2,106,"Feb 05, 2016",,Original Assignment
601793,101586,4,113,2017/08/20,,Original Assignment
601794,101587,4,115,2025-09-19,,Original Assignment
601795,101588,1,101,2021-02-19,,Original Assignment
601796,101589,5,119,2017-06-13,,Original Assignment
601797,101590,3,112,2021-09-27,2024-03-31,Original Assignment
601798,101591,1,101,2025-03-16,2026-03-14,Original Assignment
601799,101592,1,101,11/02/2020,2023-01-22,Original Assignment
601800,101593,9,130,2017-03-08,22-07-2023,
601801,101593,8,127,2023-07-23,,Manager Request
601802,101594,3,112,06/20/2017,2023-08-29,
601803,101594,1,101,2023-08-30,2024-09-05,Department Transfer
601804,101595,1,102,"Jun 27, 2022",,Original Assignment
601805,101596,2,105,30-06-2016,,Original Assignment
601806,101597,8,126,2017-06-26,2018-10-26,Original Assignment
601807,101597,4,115,10/27/2018,,Promotion
601808,101598,2,106,04/08/2022,,Original Assignment
601809,101599,3,110,2019-06-17,,Original Assignment
601810,101600,3,110,2017-02-13,,Original Assignment
601811,101601,10,133,2024-09-02,,Original Assignment
601812,101602,2,106,12/09/2025,,Original Assignment
601813,101603,10,133,12-08-2024,2025-05-08,Original Assignment
601814,101603,3,111,2025-05-09,,Manager Request
601815,101604,7,123,2021-07-04,,Original Assignment
601816,101605,1,101,2017-12-15,,Original Assignment
601817,101606,7,123,2018-07-14,,Original Assignment
601818,101607,2,105,14-01-2021,2022-07-24,
601819,101607,9,131,2022-07-25,,Promotion
601820,101608,5,119,2017-10-22,07/31/2018,Initial Hire
601821,101608,1,103,2018-08-01,2019-12-22,Department Transfer
601822,101609,3,111,2024-12-17,,Original Assignment
601823,101610,1,101,2021/07/20,2023-02-17,Original Assignment
601824,101611,1,101,2022-09-12,,Original Assignment
601825,101612,9,130,2025/10/08,,Original Assignment
601826,101613,8,128,2024-05-03,,Original Assignment
601827,101614,5,118,"Dec 30, 2025",,Original Assignment
601828,101615,1,102,2017-12-20,,Original Assignment
601829,101616,2,105,2019-02-15,,Original Assignment
601830,101617,10,134,25-03-2019,"Sep 09, 2022",Original Assignment
601831,101617,1,101,2022-09-10,30-04-2023,Career Growth
601832,101618,2,106,2015-10-16,2021-11-28,Initial Hire
601833,101618,4,116,29-11-2021,,Career Growth
601834,101619,8,128,"Apr 10, 2024",,Original Assignment
601835,101620,9,130,"Aug 23, 2022",,Original Assignment
601836,101621,7,125,2020-01-25,2023-03-04,Original Assignment
601837,101622,5,118,04/16/2018,,Original Assignment
601838,101623,2,106,03-08-2018,,Original Assignment
601839,101624,2,105,22-08-2021,2025-12-23,
601840,101624,8,127,2025-12-24,,Career Growth
601841,101625,8,127,2025-12-01,,Original Assignment
601842,101626,3,112,2023-11-02,,Original Assignment
601843,101627,3,111,2025-06-19,,Original Assignment
601844,101628,8,126,05/28/2014,,Original Assignment
601845,101629,3,109,2025-01-07,12-06-2025,Original Assignment
601846,101630,3,110,2022-12-09,,Original Assignment
601847,101631,1,102,2023-01-22,2025-02-26,Original Assignment
601848,101632,3,110,2023/08/26,,Original Assignment
601849,101633,2,107,2014-06-25,,Original Assignment
601850,101634,7,124,2017-08-12,,Original Assignment
601851,101635,2,108,2023-08-18,,Original Assignment
601852,101636,1,101,22-03-2014,2015-02-02,Original Assignment
601853,101637,1,101,2020-12-07,,Original Assignment
601854,101638,2,105,11/14/2024,,Original Assignment
601855,101639,3,110,2015-03-04,,Original Assignment
601856,101640,1,101,"May 12, 2022",2026-01-04,Original Assignment
601857,101641,4,116,2022-02-03,,Original Assignment
601858,101642,1,101,2020-12-02,2024-05-29,Original Assignment
601859,101643,3,111,2018-01-20,,Original Assignment
601860,101644,1,101,2021-01-16,,Original Assignment
601861,101645,8,127,02/14/2023,,Original Assignment
601862,101646,1,101,2023-08-07,,Original Assignment
601863,101647,3,111,2017-09-04,,Original Assignment
601864,101648,5,119,2021-01-17,,Original Assignment
601865,101649,1,101,"Jan 09, 2021",2023-06-12,Original Assignment
601866,101650,10,133,07-07-2022,2024-02-07,Original Assignment
601867,101650,5,118,02/08/2024,,Department Transfer
601868,101651,2,105,01/21/2022,,Original Assignment
601869,101652,1,101,2022-08-22,2025-11-30,Original Assignment
601870,101653,2,105,2015-01-03,"Jul 22, 2025",Original Assignment
601871,101654,1,103,2024-04-13,2025-12-29,Original Assignment
601872,101655,2,105,2024-05-16,2025-03-04,Original Assignment
601873,101655,3,110,2025-03-05,,Lateral Transfer
601874,101656,2,105,"Feb 24, 2023",,Original Assignment
601875,101657,3,110,2018-06-29,,Original Assignment
601876,101658,6,121,2024-09-02,,Original Assignment
601877,101659,4,116,2019-03-05,,Original Assignment
601878,101660,1,103,2022-10-27,2025-11-30,Original Assignment
601879,101661,2,106,2023/08/20,,Original Assignment
601880,101662,3,109,2015-11-15,,Original Assignment
601881,101663,1,101,2018-10-08,,Original Assignment
601882,101664,3,112,2021-06-01,,Original Assignment
601883,101665,2,107,"Aug 03, 2016",,Original Assignment
601884,101666,2,106,2017-12-31,04/20/2024,Original Assignment
601885,101667,5,117,2016-10-04,2026-03-28,Original Assignment
601886,101667,9,129,2026-03-29,,Lateral Transfer
601887,101668,1,101,2024-08-18,,Original Assignment
601888,101669,3,111,2023-04-20,12/17/2025,Original Assignment
601889,101670,7,125,2021-05-16,2024-03-10,Initial Hire
601890,101670,1,101,"Mar 11, 2024",2025-12-03,Career Growth
601891,101671,1,101,2015-12-25,,Original Assignment
601892,101672,1,104,2015-08-31,2021-04-12,Original Assignment
601893,101673,9,130,"Nov 01, 2017",2022-05-11,Original Assignment
601894,101673,4,116,2022-05-12,2026-01-15,Career Growth
601895,101674,3,112,2014-03-30,,Original Assignment
601896,101675,1,102,2018-10-08,,Original Assignment
601897,101676,6,121,24-02-2025,,Original Assignment
601898,101677,1,101,2020-01-28,,Original Assignment
601899,101678,1,101,2023-03-15,,Original Assignment
601900,101679,3,111,2015-04-22,,Original Assignment
601901,101680,1,101,2021-01-23,2023-09-28,Original Assignment
601902,101680,3,109,2023-09-29,,Promotion
601903,101681,3,109,03/31/2022,,Original Assignment
601904,101682,1,101,"Feb 28, 2024",,Original Assignment
601905,101683,7,123,2020-09-07,2023-08-27,Original Assignment
601906,101684,4,114,2018-06-11,"Jan 13, 2023",Original Assignment
601907,101685,1,101,2019-09-29,,Original Assignment
601908,101686,9,129,2025-10-27,,Original Assignment
601909,101687,2,105,2023-08-11,,Original Assignment
601910,101688,5,117,2014-08-20,,Original Assignment
601911,101689,5,117,"Oct 11, 2016",,Original Assignment
601912,101690,4,113,2014-11-02,,Original Assignment
601913,101691,9,131,2022-09-21,,Original Assignment
601914,101692,6,121,2023-12-22,,Original Assignment
601915,101693,3,111,2015-05-25,2019-01-29,Original Assignment
601916,101694,1,101,02/05/2019,,Original Assignment
601917,101695,7,124,2025-03-27,,Original Assignment
601918,101696,7,124,2023-07-26,,Original Assignment
601919,101697,1,101,2024-03-27,2025-10-22,Original Assignment
601920,101698,3,112,2023-11-06,,Original Assignment
601921,101699,3,112,05/20/2020,,Original Assignment
601922,101700,5,117,2017-12-02,2021-12-21,Original Assignment
601923,101700,9,130,2021-12-22,,Lateral Transfer
601924,101701,4,116,2024-11-11,,Original Assignment
601925,101702,5,119,2017-06-17,,Original Assignment
601926,101703,7,123,19-06-2021,07-11-2023,Original Assignment
601927,101703,2,105,08-11-2023,,Promotion
601928,101704,8,128,2024-03-01,,Original Assignment
601929,101705,3,112,2021-06-09,,Original Assignment
601930,101706,2,106,2025-05-22,,Original Assignment
601931,101707,1,101,2020-06-08,,Original Assignment
601932,101708,3,112,2021-08-27,11/26/2025,Original Assignment
601933,101709,2,106,2021-09-15,,Original Assignment
601934,101710,2,106,10/07/2021,2024-01-09,Initial Hire
601935,101710,3,111,2024-01-10,,Lateral Transfer
601936,101711,3,112,2020-11-24,,Original Assignment
601937,101712,9,129,2014-12-28,,Original Assignment
601938,101713,6,121,2016-03-27,,Original Assignment
601939,101714,5,118,11/02/2021,2024-10-12,
601940,101714,1,103,2024-10-13,,Lateral Transfer
601941,101715,3,111,2018/04/17,,Original Assignment
601942,101716,10,133,2026-02-02,,Original Assignment
601943,101717,4,113,10/18/2021,,Original Assignment
601944,101718,7,125,2020-09-09,,Original Assignment
601945,101719,9,130,2017-09-13,2024-12-23,
601946,101719,4,116,2024-12-24,,Lateral Transfer
601947,101720,1,101,2019-04-30,,Original Assignment
601948,101721,2,105,2017-06-08,,Original Assignment
601949,101722,9,130,2017-09-02,,Original Assignment
601950,101723,3,109,2015-06-28,,Original Assignment
601951,101724,2,108,"Dec 24, 2019",,Original Assignment
601952,101725,7,123,2014-05-03,2021-03-27,Original Assignment
601953,101726,2,106,2023-07-08,,Original Assignment
601954,101727,3,112,2025-03-09,,Original Assignment
601955,101728,3,111,2017-07-05,,Original Assignment
601956,101729,2,106,2025-01-13,03-01-2026,Original Assignment
601957,101730,8,126,2015-11-14,,Original Assignment
601958,101731,1,101,2022-12-02,,Original Assignment
601959,101732,5,118,12-07-2014,,Original Assignment
601960,101733,4,114,2025-05-18,,Original Assignment
601961,101734,2,106,2023-01-23,,Original Assignment
601962,101735,6,120,2017-05-25,"Sep 25, 2022",Original Assignment
601963,101735,4,116,2022-09-26,,Department Transfer
601964,101736,1,101,2017/10/24,,Original Assignment
601965,101737,5,119,2021-12-10,,Original Assignment
601966,101738,4,116,2020-05-22,,Original Assignment
601967,101739,3,111,2016-01-10,,Original Assignment
601968,101740,3,111,2024-01-31,,Original Assignment
601969,101741,1,101,2021-10-25,,Original Assignment
601970,101742,3,110,2017-07-08,"Mar 06, 2019",Original Assignment
601971,101743,7,123,2014/02/06,2022-04-12,Original Assignment
601972,101744,9,130,2024-03-30,2025-04-06,Original Assignment
601973,101745,3,112,2023-11-27,,Original Assignment
601974,101746,1,101,2015/01/21,,Original Assignment
601975,101747,1,103,2016-08-07,,Original Assignment
601976,101748,3,110,2019/07/25,,Original Assignment
601977,101749,1,101,2018-10-16,,Original Assignment
601978,101750,3,109,2021-07-21,,Original Assignment
601979,101751,3,112,2015-11-29,,Original Assignment
601980,101752,1,101,2025-10-12,,Original Assignment
601981,101753,1,104,2021-09-28,2025-07-30,
601982,101753,3,112,2025-07-31,,Manager Request
601983,101754,1,101,2023-06-26,,Original Assignment
601984,101755,8,127,2016-04-19,"Dec 06, 2022",Initial Hire
601985,101755,10,133,12/07/2022,,Lateral Transfer
601986,101756,2,105,2023-05-07,2025-11-24,Original Assignment
601987,101757,1,101,2024-03-01,,Original Assignment
601988,101758,6,121,2024-06-21,,Original Assignment
601989,101759,2,105,2018-05-17,,Original Assignment
601990,101760,2,105,"Jul 16, 2022",,Original Assignment
601991,101761,6,120,30-11-2023,,Original Assignment
601992,101762,1,101,10/21/2014,,Original Assignment
601993,101763,10,134,2014-07-02,09/07/2022,Original Assignment
601994,101763,3,112,2022-09-08,,Promotion
601995,101764,5,119,2019-12-14,2024-11-29,
601996,101764,4,116,30-11-2024,,Department Transfer
601997,101765,4,113,2017-02-24,,Original Assignment
601998,101766,1,102,2023-04-09,10/08/2025,Original Assignment
601999,101766,7,124,2025-10-09,,Manager Request
602000,101767,1,102,2021-03-10,,Original Assignment
602001,101768,7,124,"Jan 14, 2020",,Original Assignment
602002,101769,1,101,2019/07/01,2020-12-12,Original Assignment
602003,101770,1,103,2023-03-09,,Original Assignment
602004,101771,7,123,2021-05-31,2024-10-27,Original Assignment
602005,101771,9,131,2024-10-28,,Department Transfer
602006,101772,1,103,07/26/2017,,Original Assignment
602007,101773,3,110,02/23/2016,,Original Assignment
602008,101774,3,111,2022-04-15,,Original Assignment
602009,101775,9,129,2016-07-28,,Original Assignment
602010,101776,3,112,2017-02-09,,Original Assignment
602011,101777,8,126,2015-08-04,,Original Assignment
602012,101778,7,123,2024-03-02,,Original Assignment
602013,101779,1,101,2020-06-18,,Original Assignment
602014,101780,1,102,2020-03-16,2021-01-24,Original Assignment
602015,101780,2,108,2021/01/25,,Manager Request
602016,101781,7,124,2020-07-30,,Original Assignment
602017,101782,2,105,2020-01-06,2024-01-19,Original Assignment
602018,101783,3,110,2020-01-30,,Original Assignment
602019,101784,7,123,01/05/2022,,Original Assignment
602020,101785,6,120,2015-02-17,2021-06-23,Original Assignment
602021,101786,7,124,2020-07-12,,Original Assignment
602022,101787,1,101,01/07/2024,2026-01-31,Original Assignment
602023,101788,1,101,2017-01-15,2023-06-01,Original Assignment
602024,101789,4,113,2025-07-19,,Original Assignment
602025,101790,8,126,2018-05-29,,Original Assignment
602026,101791,8,126,01-07-2021,,Original Assignment
602027,101792,1,101,2019-12-23,,Original Assignment
602028,101793,5,119,2019-10-28,,Original Assignment
602029,101794,7,123,2025-08-17,,Original Assignment
602030,101795,2,108,2017-12-02,2018-11-13,Original Assignment
602031,101796,3,112,2025-01-16,,Original Assignment
602032,101797,2,108,2020-06-18,,Original Assignment
602033,101798,1,101,08/02/2014,,Original Assignment
602034,101799,2,106,2025-07-03,,Original Assignment
602035,101800,4,114,2016-08-21,,Original Assignment
602036,101801,2,106,2014-02-06,,Original Assignment
602037,101802,6,121,04/15/2021,,Original Assignment
602038,101803,1,101,2024-08-23,28-07-2025,Original Assignment
602039,101804,2,105,"Oct 29, 2015",,Original Assignment
602040,101805,4,115,05/20/2025,,Original Assignment
602041,101806,1,101,2022-03-30,,Original Assignment
602042,101807,9,131,04/13/2021,,Original Assignment
602043,101808,3,112,2014-04-18,,Original Assignment
602044,101809,9,130,2015-08-22,,Original Assignment
602045,101810,1,101,2021-04-03,,Original Assignment
602046,101811,4,114,2024-03-07,,Original Assignment
602047,101812,1,101,2022-03-12,"Apr 01, 2026",Original Assignment
602048,101813,1,101,2014-02-20,,Original Assignment
602049,101814,5,119,2018-11-09,,Original Assignment
602050,101815,2,106,"Nov 23, 2014",,Original Assignment
602051,101816,9,130,2019-11-01,2024-01-27,Initial Hire
602052,101816,8,127,28-01-2024,,Department Transfer
602053,101817,7,123,2019-06-01,,Original Assignment
602054,101818,1,101,18-09-2018,2021-02-27,Original Assignment
602055,101819,2,105,2025-08-09,,Original Assignment
602056,101820,2,105,10-07-2015,,Original Assignment
602057,101821,2,106,02-12-2021,,Original Assignment
602058,101822,1,101,11/07/2019,,Original Assignment
602059,101823,5,118,2022-03-13,2025/10/07,
602060,101823,4,114,2025-10-08,,Career Growth
602061,101824,7,124,"Mar 15, 2024",,Original Assignment
602062,101825,7,125,31-01-2024,2025-08-28,Original Assignment
602063,101825,8,127,2025-08-29,2026-04-12,Career Growth
602064,101826,2,106,06-01-2026,,Original Assignment
602065,101827,1,102,04/25/2018,02-05-2025,Original Assignment
602066,101828,2,106,2018-12-17,,Original Assignment
602067,101829,1,101,05/16/2017,,Original Assignment
602068,101830,7,123,2021-03-15,,Original Assignment
602069,101831,7,124,2025-06-27,,Original Assignment
602070,101832,10,132,2020-02-19,2022-06-28,Original Assignment
602071,101833,1,103,09/16/2023,2025-06-17,Original Assignment
602072,101834,2,107,2025-07-18,,Original Assignment
602073,101835,5,118,2015-04-11,,Original Assignment
602074,101836,7,125,10/06/2017,,Original Assignment
602075,101837,8,127,2024-04-06,,Original Assignment
602076,101838,1,101,2025-03-26,,Original Assignment
602077,101839,7,124,2025-08-16,,Original Assignment
602078,101840,3,112,2023-04-12,2025-08-26,Original Assignment
602079,101841,3,112,"Oct 25, 2022",,Original Assignment
602080,101842,1,102,2016-07-17,01/20/2020,Original Assignment
602081,101843,4,115,02/01/2025,,Original Assignment
602082,101844,7,124,2018-05-28,,Original Assignment
602083,101845,8,128,2015-12-16,,Original Assignment
602084,101846,5,117,2025-08-13,,Original Assignment
